,OCCRR_DTM,RQRMN_TM,CTPRV_NM,SGNG_NM,EMNDN_NM,OCCCRR_RI,ARA_LTNMB,CUSE_NM,DMG_AREA,ADDRESS
1861,2008-03-03,20.0,인천,연수,청학,,산18-1,담뱃불실화추정,0.05,인천 연수 청학 산18-1
1862,2007-03-15,15.0,인천,연수,옥련,,산85-5,담뱃불실화추정,0.01,인천 연수 옥련 산85-5
1863,2007-03-17,51.0,인천,연수,동춘,,산52-1,입산자실화,0.1,인천 연수 동춘 산52-1
1864,2007-02-08,123.0,인천,연수,옥련,,산57-2,담뱃불실화,0.11,인천 연수 옥련 산57-2
1865,2007-02-11,41.0,인천,연수,선학,,산47-2,입산자실화,0.04,인천 연수 선학 산47-2
1866,2007-02-22,122.0,인천,연수,옥련,,산85-1,입산자실화,0.1,인천 연수 옥련 산85-1
1867,2006-01-06,19.0,인천,연수,선학,,산71-1,입산자실화,0.1,인천 연수 선학 산71-1
1868,2006-03-17,17.0,인천,연수,청학,,산5-2,담뱃불실화추정,0.15,인천 연수 청학 산5-2
1869,2006-03-19,10.0,인천,연수,청학,,산60,담뱃불실화,0.3,인천 연수 청학 산60
1870,2008-03-15,19.0,인천,남동,도림,,산92-1,어린이불장난,0.1,인천 남동 도림 산92-1
1871,2007-03-20,105.0,인천,남동,간석,,산37-658,입산자실화,0.3,인천 남동 간석 산37-658
1872,2009-02-10,27.0,인천,남동,도림,,산37-1,어린이불장난,0.1,인천 남동 도림 산37-1
1873,2007-01-15,25.0,인천,남동,수산,,산48-1,담뱃불실화추정,0.01,인천 남동 수산 산48-1
1874,2007-02-15,15.0,인천,남동,장수,,산200,담뱃불실화추정,0.03,인천 남동 장수 산200
1875,2007-02-18,23.0,인천,남동,만수,,산21-3,어린이불장난,0.01,인천 남동 만수 산21-3
1876,2008-02-15,37.0,인천,남동,만수,,산71-5,담뱃불실화,0.1,인천 남동 만수 산71-5
1877,2005-01-27,11.0,인천,남동,만수,,산71-5,입산자실화추정,0.02,인천 남동 만수 산71-5
1878,2005-02-10,15.0,인천,남동,구월,,산5-7,담뱃불실화추정,0.04,인천 남동 구월 산5-7
1879,2004-04-04,30.0,인천,남동,만수,,산71-5,입산자실화추정,0.02,인천 남동 만수 산71-5
1880,2004-04-07,28.0,인천,남동,간석,,산19-3,농산부산물소각,0.02,인천 남동 간석 산19-3
1881,2006-05-03,57.0,인천,남동,도림,,산92-10,담뱃불실화추정,0.15,인천 남동 도림 산92-10
1882,2005-03-19,155.0,인천,남동,간석,,산37-16,입산자실화추정,0.4,인천 남동 간석 산37-16
1883,2005-03-27,28.0,인천,남동,장수,,산204-7,밭두렁소각,0.03,인천 남동 장수 산204-7
1884,2006-01-09,55.0,인천,남동,운연,,산465-4,방화추정,0.4,인천 남동 운연 산465-4
1885,2006-01-25,20.0,인천,남동,장수,,산79,담뱃불실화추정,0.2,인천 남동 장수 산79
1886,2006-01-27,20.0,인천,남동,장수,,산83,담뱃불실화추정,0.01,인천 남동 장수 산83
1887,2006-01-28,401.0,인천,남동,장수,,산83,방화추정,0.2,인천 남동 장수 산83
1888,2004-11-16,152.0,인천,남동,간석,,산36-7,입산자실화추정,0.2,인천 남동 간석 산36-7
1889,2004-11-29,10.0,인천,남동,간석,,산36-7,입산자실화추정,0.01,인천 남동 간석 산36-7
1890,2004-12-27,28.0,인천,남동,간석,,산36-7,입산자실화추정,0.1,인천 남동 간석 산36-7
1891,2006-03-24,10.0,인천,남동,만수,,산42-1,담뱃불실화,0.01,인천 남동 만수 산42-1
1892,2010-03-21,37.0,인천,남동,만수,,산71-5,입산자실화,0.03,인천 남동 만수 산71-5
1893,2003-04-02,40.0,인천,남동,도림,,386-3,담배불실화,0.08,인천 남동 도림 386-3
1894,2010-03-21,37.0,인천,남동,만수,,산71-5,입산자실화,0.03,인천 남동 만수 산71-5
1895,2006-05-21,206.0,인천,부평,부평,,산18,입산자실화,0.05,인천 부평 부평 산18
1896,2006-12-08,23.0,인천,부평,구산,,산67,입산자실화,0.03,인천 부평 구산 산67
1897,2007-01-20,39.0,인천,부평,청천,,산17-3,담뱃불실화추정,0.1,인천 부평 청천 산17-3
1898,2007-02-15,13.0,인천,부평,부평,,산38-1,어린이불장난추정,0.05,인천 부평 부평 산38-1
1899,2008-02-16,36.0,인천,부평,부평,,산43-1,어린이불장난추정,0.3,인천 부평 부평 산43-1
1900,2006-03-26,51.0,인천,부평,부평,,산19-6,입산자실화,2.0,인천 부평 부평 산19-6
1901,2005-11-20,19.0,인천,부평,십정,,산50,어린이불장난추정,0.2,인천 부평 십정 산50
1902,2004-02-19,117.0,인천,부평,산곡,,산98-9,담뱃불실화,0.5,인천 부평 산곡 산98-9
1903,2006-03-25,206.0,인천,부평,부평,,산44-1,방화추정,0.3,인천 부평 부평 산44-1
1904,2010-05-07,36.0,인천,부평,산곡,,산147,노숙자실화추정,0.04,인천 부평 산곡 산147
1905,2010-05-07,36.0,인천,부평,산곡,,산147,노숙자실화추정,0.04,인천 부평 산곡 산147
1906,2007-02-24,15.0,인천,계양,갈현,,산80-6,논밭두렁소각,0.03,인천 계양 갈현 산80-6
1907,2007-02-25,38.0,인천,계양,효성,,산82,농산부산물소각,0.03,인천 계양 효성 산82
1908,2007-03-01,113.0,인천,계양,둑실,,산132-1,논밭두렁소각,0.3,인천 계양 둑실 산132-1
1909,2008-03-08,29.0,인천,계양,방축,,산7,담뱃불실화추정,0.3,인천 계양 방축 산7
1910,2007-04-08,15.0,인천,계양,둑실,,산110,낙엽소각실화,0.03,인천 계양 둑실 산110
1911,2007-04-28,114.0,인천,계양,다남,,산65-1,입산자실화,0.02,인천 계양 다남 산65-1
1912,2006-03-26,38.0,인천,계양,효성,,산61,어린이불장난추정,0.1,인천 계양 효성 산61
1913,2005-06-08,635.0,인천,계양,둑실,,산171-1,군사훈련실화,1.0,인천 계양 둑실 산171-1
1914,2004-04-11,24.0,인천,계양,박촌,,산9-1,쓰레기소각,0.07,인천 계양 박촌 산9-1
1915,2005-03-24,140.0,인천,계양,효성,,산60-2,담뱃불실화추정,1.5,인천 계양 효성 산60-2
1916,2006-01-22,52.0,인천,계양,계산,,산52,방화추정,0.03,인천 계양 계산 산52
1917,2006-01-24,9.0,인천,계양,계산,,산52,방화추정,0.02,인천 계양 계산 산52
1918,2006-01-27,140.0,인천,계양,계산,,산52,방화추정,0.01,인천 계양 계산 산52
1919,2006-03-12,13.0,인천,계양,계산,,산52,방화추정,0.2,인천 계양 계산 산52
1920,2004-12-03,15.0,인천,계양,박촌,,산19,담뱃불실화,0.02,인천 계양 박촌 산19
1921,2010-05-12,52.0,인천,계양,방축,,산4-7,입산자실화추정,0.02,인천 계양 방축 산4-7
1922,2010-05-12,52.0,인천,계양,방축,,산4-7,입산자실화추정,0.02,인천 계양 방축 산4-7
1923,2009-10-31,33.0,인천,계양,효성,,산19-4,입산자실화추정,0.16,인천 계양 효성 산19-4
1924,2007-02-26,45.0,인천,서,마전,,산27,어린이불장난추정,0.03,인천 서 마전 산27
1925,2007-02-27,30.0,인천,서,가정,,산28,입산자실화,0.1,인천 서 가정 산28
1926,2007-03-01,32.0,인천,서,금곡,,산181,어린이불장난,0.1,인천 서 금곡 산181
1927,2009-04-18,30.0,인천,서,금곡,,산152-7,성묘객실화추정,0.5,인천 서 금곡 산152-7
1928,2007-03-16,20.0,인천,서,원당,,산82-1,어린이불장난추정,0.02,인천 서 원당 산82-1
1929,2009-04-23,10.0,인천,서,가정,,산29-1,밭두렁소각,0.05,인천 서 가정 산29-1
1930,2008-03-20,40.0,인천,서,불노,,산119,화기취급부주의,0.1,인천 서 불노 산119
1931,2007-04-04,15.0,인천,서,신현,,산34-8,입산자실화,0.1,인천 서 신현 산34-8
1932,2009-03-02,30.0,인천,서,검암,,산122-3,담뱃불실화,0.16,인천 서 검암 산122-3
1933,2009-03-11,25.0,인천,서,가정,,산147-12,어린이불장난,0.4,인천 서 가정 산147-12
1934,2006-11-20,20.0,인천,서,가좌,,산193-1,입산자실화,0.3,인천 서 가좌 산193-1
1935,2007-04-26,30.0,인천,서,당하,,산100-15,입산자실화,1.0,인천 서 당하 산100-15
1936,2009-03-22,30.0,인천,서,금곡,,산191-1,미상,0.09,인천 서 금곡 산191-1
1937,2009-04-01,23.0,인천,서,원당,,산81,입산자실화,0.01,인천 서 원당 산81
1938,2009-04-03,110.0,인천,서,가좌,,산193-1,어린이불장난추정,0.2,인천 서 가좌 산193-1
1939,2009-04-06,40.0,인천,서,공촌,,산18-1,논두렁소각,0.1,인천 서 공촌 산18-1
1940,2007-02-06,25.0,인천,서,금곡,,산190,어린이불장난,0.07,인천 서 금곡 산190
1941,2007-02-16,49.0,인천,서,마전,,산27,어린이불장난추정,0.2,인천 서 마전 산27
1942,2008-11-26,43.0,인천,서,백석,,산26-2,입산자실화,0.1,인천 서 백석 산26-2
1943,2007-02-23,55.0,인천,서,불노,,산60-1,입산자실화,0.33,인천 서 불노 산60-1
1944,2005-01-25,30.0,인천,서,공촌,,산1-1,입산자실화추정,0.04,인천 서 공촌 산1-1
1945,2005-02-01,28.0,인천,서,오류,,산161-2,전기합선추정,0.34,인천 서 오류 산161-2
1946,2006-03-31,30.0,인천,서,당하,,산178-1,입산자실화,0.1,인천 서 당하 산178-1
1947,2006-04-16,30.0,인천,서,마전,,산51-1,입산자실화,0.06,인천 서 마전 산51-1
1948,2006-04-16,40.0,인천,서,석남,,산41,입산자실화,0.15,인천 서 석남 산41
1949,2005-03-20,20.0,인천,서,심곡,,산36,입산자실화추정,0.1,인천 서 심곡 산36
1950,2005-03-27,40.0,인천,서,원당,,산120-1,입산자실화추정,0.1,인천 서 원당 산120-1
1951,2005-03-27,50.0,인천,서,대곡,,산197-2,입산자실화추정,0.5,인천 서 대곡 산197-2
1952,2005-04-17,110.0,인천,서,대곡,,산189,담뱃불실화추정,0.1,인천 서 대곡 산189
1953,2006-03-22,30.0,인천,서,마전,,산59-1,입산자실화,0.15,인천 서 마전 산59-1
1954,2004-12-09,130.0,인천,서,대곡,,산27,입산자실화추정,1.0,인천 서 대곡 산27
1955,2010-04-16,19.0,인천,서,가좌,,산7-1,쓰레기소각,0.09,인천 서 가좌 산7-1
1956,2009-05-07,40.0,인천,서,석남,,산16,미상,0.07,인천 서 석남 산16
1957,2010-04-16,19.0,인천,서,가좌,,산7-1,쓰레기소각,0.09,인천 서 가좌 산7-1
1958,2009-12-14,110.0,인천,서,석남,,산7,입산자실화,0.5,인천 서 석남 산7
1959,2007-02-25,36.0,인천,강화,강화,대산,산172,농산부산물소각,0.06,인천 강화 강화 대산산172
1960,2008-03-08,105.0,인천,강화,길상,길직,산84,쓰레기소각,0.66,인천 강화 길상 길직산84
1961,2009-04-19,20.0,인천,강화,송해,당산,산108,농산폐기물소각,0.05,인천 강화 송해 당산산108
1962,2007-04-08,152.0,인천,강화,하점,삼거,산18,성묘객실화,0.9,인천 강화 하점 삼거산18
1963,2007-04-09,205.0,인천,강화,하점,부근,산150,입산자실화,0.9,인천 강화 하점 부근산150
1964,2008-04-13,45.0,인천,강화,양사,덕하,산77,성묘객실화,0.1,인천 강화 양사 덕하산77
1965,2007-01-01,120.0,인천,강화,강화,국화,산78-1,담뱃불실화추정,0.1,인천 강화 강화 국화산78-1
1966,2008-09-10,110.0,인천,강화,불은,삼성,산147,담뱃불실화추정,0.03,인천 강화 불은 삼성산147
1967,2007-02-10,225.0,인천,강화,삼산,미법,산13,입산자실화,0.3,인천 강화 삼산 미법산13
1968,2007-02-17,45.0,인천,강화,하점,신봉,산122,입산자실화,0.01,인천 강화 하점 신봉산122
1969,2007-02-24,45.0,인천,강화,내가,외포,산679,무속행위실화,0.09,인천 강화 내가 외포산679
1970,2006-03-28,45.0,인천,강화,강화,국화,산266-1,화기물취급부주의,0.1,인천 강화 강화 국화산266-1
1971,2005-11-12,30.0,인천,강화,불은,두운,산209,담뱃불실화추정,0.07,인천 강화 불은 두운산209
1972,2004-04-04,45.0,인천,강화,길상,장흥,산69-1,성묘객실화,0.2,인천 강화 길상 장흥산69-1
1973,2006-03-03,110.0,인천,강화,강화,용정,산80,용접작업실화,0.07,인천 강화 강화 용정산80
1974,2010-04-05,24.0,인천,강화,양사,덕하,산9,농산부산물소각,0.13,인천 강화 양사 덕하산9
1975,2010-03-30,9.0,인천,강화,강화,관청,산14,농산부산물소각,0.02,인천 강화 강화 관청산14
1976,2010-11-14,51.0,인천,강화,삼산,매음,산107,담뱃불실화,0.01,인천 강화 삼산 매음산107
1977,2012-04-08,105.0,인천,강화,양도면,길정리,산58,입산자실화,1.3,인천 강화 양도면 길정리산58
1978,1996-04-12,435.0,인천,강화,양도,조산,산36,논밭두렁소각,4.0,인천 강화 양도 조산산36
1979,2010-03-30,9.0,인천,강화,강화,관청,산14,농산부산물소각,0.02,인천 강화 강화 관청산14
1980,2009-05-06,17.0,인천,강화,하점,신봉,산73,농산폐기물소각,0.07,인천 강화 하점 신봉산73
1981,2009-06-02,38.0,인천,강화,강화,용정,산94-3,성묘객실화추정,0.26,인천 강화 강화 용정산94-3
1982,2009-11-04,36.0,인천,강화,선원,연,산6-1,담뱃불투기추정,0.17,인천 강화 선원 연산6-1
1983,1997-04-22,245.0,인천,강화,삼산,석모,산277,전기용접,3.0,인천 강화 삼산 석모산277
1984,2010-04-05,24.0,인천,강화,양사,덕하,산9,농산부산물소각,0.13,인천 강화 양사 덕하산9
1985,2007-03-18,110.0,인천,옹진,북도,장봉,산110,농산부산물소각,0.27,인천 옹진 북도 장봉산110
1986,2008-04-20,125.0,인천,옹진,덕적,서포,산50,입산자실화,10.6,인천 옹진 덕적 서포산50
1987,2007-01-21,120.0,인천,옹진,백령,북포,산184,입산자실화,0.15,인천 옹진 백령 북포산184
1988,2009-04-08,259.0,인천,옹진,연평,연평,산36-1,쓰레기소각추정,0.3,인천 옹진 연평 연평산36-1
1989,2006-02-12,40.0,인천,옹진,북도,신도,산205-1,입산자실화,0.1,인천 옹진 북도 신도산205-1
1990,2004-12-25,330.0,인천,옹진,영흥,선재,산3-2,입산자실화추정,0.1,인천 옹진 영흥 선재산3-2
1991,2011-04-20,150.0,인천,옹진,덕적,서포,산424,입산자실화,0.1,인천 옹진 덕적 서포산424
1992,2010-04-07,35.0,인천,옹진,백령,진촌,산56-1,미상,0.1,인천 옹진 백령 진촌산56-1
1993,2010-04-07,35.0,인천,옹진,백령,진촌,산56-1,미상,0.1,인천 옹진 백령 진촌산56-1
1994,2010-11-23,226.0,인천,옹진,연평,연평,산9-1,북한포격,47.0,인천 옹진 연평 연평산9-1
1995,2010-10-31,240.0,인천,옹진,북도,장봉,산125,낚시꾼실화,0.13,인천 옹진 북도 장봉산125
1996,2010-10-31,240.0,인천,옹진,북도,장봉,산125,낚시꾼실화,0.13,인천 옹진 북도 장봉산125
1997,2020-03-15,,인천광역시,중구,을왕동,,773-61,원인불명,0.0,인천광역시 중구 을왕동 773-61
1998,2020-10-22,,인천광역시,미추홀구,숭의동,,131-18,원인불명,0.0,인천광역시 미추홀구 숭의동 131-18
1999,2020-10-22,,인천광역시,미추홀구,숭의동,,181,원인불명,0.0,인천광역시 미추홀구 숭의동 181
2000,2020-10-22,,인천광역시,미추홀구,숭의동,,181,원인불명,0.0,인천광역시 미추홀구 숭의동 181
2001,2020-10-22,,인천광역시,미추홀구,숭의동,,181,원인불명,0.0,인천광역시 미추홀구 숭의동 181
2002,2020-10-22,,인천광역시,미추홀구,숭의동,,181,원인불명,0.0,인천광역시 미추홀구 숭의동 181
2003,2020-10-22,,인천광역시,미추홀구,숭의동,,131-18,원인불명,0.0,인천광역시 미추홀구 숭의동 131-18
2004,2020-10-22,,인천광역시,미추홀구,숭의동,,131-2,원인불명,0.0,인천광역시 미추홀구 숭의동 131-2
2005,2020-10-22,,인천광역시,미추홀구,숭의동,,131-18,원인불명,0.0,인천광역시 미추홀구 숭의동 131-18
2006,2020-10-22,,인천광역시,미추홀구,숭의동,,131-18,원인불명,0.0,인천광역시 미추홀구 숭의동 131-18
2007,2020-10-22,,인천광역시,미추홀구,숭의동,,181,원인불명,0.0,인천광역시 미추홀구 숭의동 181
2008,2020-10-22,,인천광역시,미추홀구,숭의동,,181,원인불명,0.0,인천광역시 미추홀구 숭의동 181
2009,2020-10-22,,인천광역시,미추홀구,숭의동,,131-2,원인불명,0.0,인천광역시 미추홀구 숭의동 131-2
2010,2020-10-22,,인천광역시,미추홀구,숭의동,,181,원인불명,0.0,인천광역시 미추홀구 숭의동 181
2011,2020-10-22,,인천광역시,미추홀구,숭의동,,131-18,원인불명,0.0,인천광역시 미추홀구 숭의동 131-18
2012,2020-10-22,,인천광역시,미추홀구,숭의동,,181,원인불명,0.0,인천광역시 미추홀구 숭의동 181
2013,2020-03-15,,인천광역시,연수구,옥련동,,산29-6,원인불명,0.0,인천광역시 연수구 옥련동 산29-6
2014,2020-04-29,,인천광역시,연수구,연수동,,산59-2,원인불명,0.0,인천광역시 연수구 연수동 산59-2
2015,2020-04-07,,인천광역시,남동구,운연동,,산92-1,원인불명,0.0,인천광역시 남동구 운연동 산92-1
2016,2020-02-01,,인천광역시,부평구,부평동,,산15-2,원인불명,0.0,인천광역시 부평구 부평동 산15-2
2017,2020-02-10,,인천광역시,부평구,산곡동,,산98-9,원인불명,0.0,인천광역시 부평구 산곡동 산98-9
2018,2020-02-10,,인천광역시,부평구,산곡동,,산98-9,원인불명,0.0,인천광역시 부평구 산곡동 산98-9
2019,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2020,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2021,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2022,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2023,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2024,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2025,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2026,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2027,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2028,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2029,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2030,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2031,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2032,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2033,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2034,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2035,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2036,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2037,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2038,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2039,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2040,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2041,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2042,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2043,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2044,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2045,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2046,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2047,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2048,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2049,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2050,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2051,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2052,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2053,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2054,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2055,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2056,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2057,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2058,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2059,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2060,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2061,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2062,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2063,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2064,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2065,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2066,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2067,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2068,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2069,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2070,2020-10-21,,인천광역시,부평구,부평동,,880,원인불명,0.0,인천광역시 부평구 부평동 880
2071,2020-04-12,,인천광역시,계양구,오류동,,5-3,원인불명,0.0,인천광역시 계양구 오류동 5-3
2072,2020-03-17,,인천광역시,서구,금곡동,,75-1,원인불명,0.0,인천광역시 서구 금곡동 75-1
2073,2020-03-22,,인천광역시,서구,백석동,,산2-1,원인불명,0.0,인천광역시 서구 백석동 산2-1
2074,2020-04-01,,인천광역시,서구,가정동,,산57-1,원인불명,0.0,인천광역시 서구 가정동 산57-1
2075,2020-04-01,,인천광역시,서구,가정동,,100-27,원인불명,0.0,인천광역시 서구 가정동 100-27
2076,2020-04-01,,인천광역시,서구,가정동,,100-27,원인불명,0.0,인천광역시 서구 가정동 100-27
2077,2020-04-01,,인천광역시,서구,가정동,,산55-1,원인불명,0.0,인천광역시 서구 가정동 산55-1
2078,2020-01-18,,인천광역시,강화군,불은면,삼성리,823-7,원인불명,0.0,인천광역시 강화군 불은면 삼성리823-7
2079,2020-03-04,,인천광역시,강화군,하점면,삼거리,산154,원인불명,0.0,인천광역시 강화군 하점면 삼거리산154
2080,2020-03-14,,인천광역시,강화군,화도면,덕포리,산15,원인불명,0.0,인천광역시 강화군 화도면 덕포리산15
2081,2020-03-20,,인천광역시,강화군,불은면,고능리,산153,원인불명,0.0,인천광역시 강화군 불은면 고능리산153
2082,2020-03-20,,인천광역시,강화군,불은면,두운리,549-1,원인불명,0.0,인천광역시 강화군 불은면 두운리549-1
2083,2020-03-26,,인천광역시,강화군,송해면,양오리,672-3,원인불명,0.0,인천광역시 강화군 송해면 양오리672-3
2084,2020-10-23,,인천광역시,강화군,길상면,선두리,93-8,원인불명,0.0,인천광역시 강화군 길상면 선두리93-8
2085,2020-10-23,,인천광역시,강화군,하점면,신봉리,628-1,원인불명,0.0,인천광역시 강화군 하점면 신봉리628-1
2086,2020-10-23,,인천광역시,강화군,하점면,신봉리,산22-1,원인불명,0.0,인천광역시 강화군 하점면 신봉리산22-1
2087,2020-10-23,,인천광역시,강화군,하점면,신봉리,산22-1,원인불명,0.0,인천광역시 강화군 하점면 신봉리산22-1
2088,2020-10-23,,인천광역시,강화군,하점면,신봉리,산22-1,원인불명,0.0,인천광역시 강화군 하점면 신봉리산22-1
2089,2020-10-23,,인천광역시,강화군,하점면,신봉리,산22-1,원인불명,0.0,인천광역시 강화군 하점면 신봉리산22-1
2090,2020-10-23,,인천광역시,강화군,하점면,신봉리,629,원인불명,0.0,인천광역시 강화군 하점면 신봉리629
2091,2020-10-23,,인천광역시,강화군,하점면,신봉리,산22-1,원인불명,0.0,인천광역시 강화군 하점면 신봉리산22-1
2092,2020-10-23,,인천광역시,강화군,하점면,신봉리,산22-1,원인불명,0.0,인천광역시 강화군 하점면 신봉리산22-1
2093,2020-10-23,,인천광역시,강화군,하점면,신봉리,산22-1,원인불명,0.0,인천광역시 강화군 하점면 신봉리산22-1
2094,2020-10-23,,인천광역시,강화군,하점면,신봉리,산22-1,원인불명,0.0,인천광역시 강화군 하점면 신봉리산22-1
2095,2020-10-23,,인천광역시,강화군,하점면,신봉리,산22-1,원인불명,0.0,인천광역시 강화군 하점면 신봉리산22-1
2096,2020-10-23,,인천광역시,강화군,하점면,신봉리,산22-1,원인불명,0.0,인천광역시 강화군 하점면 신봉리산22-1
2097,2020-10-23,,인천광역시,강화군,길상면,선두리,93-8,원인불명,0.0,인천광역시 강화군 길상면 선두리93-8
2098,2020-10-23,,인천광역시,강화군,길상면,선두리,93-8,원인불명,0.0,인천광역시 강화군 길상면 선두리93-8
2099,2020-10-23,,인천광역시,강화군,길상면,선두리,93-8,원인불명,0.0,인천광역시 강화군 길상면 선두리93-8
2100,2020-10-23,,인천광역시,강화군,하점면,신봉리,630-1,원인불명,0.0,인천광역시 강화군 하점면 신봉리630-1
2101,2020-10-26,,인천광역시,강화군,양도면,하일리,190,원인불명,0.0,인천광역시 강화군 양도면 하일리190
2102,2020-10-26,,인천광역시,강화군,양도면,하일리,190,원인불명,0.0,인천광역시 강화군 양도면 하일리190
2103,2020-10-26,,인천광역시,강화군,양도면,하일리,190,원인불명,0.0,인천광역시 강화군 양도면 하일리190
2104,2020-10-26,,인천광역시,강화군,양도면,하일리,188-1,원인불명,0.0,인천광역시 강화군 양도면 하일리188-1
2105,2020-10-26,,인천광역시,강화군,양도면,하일리,185-1,원인불명,0.0,인천광역시 강화군 양도면 하일리185-1
2106,2020-12-24,,인천광역시,강화군,송해면,양오리,산111,원인불명,0.0,인천광역시 강화군 송해면 양오리산111
2107,2020-05-07,,인천광역시,옹진군,대청면,대청리,산220,원인불명,0.0,인천광역시 옹진군 대청면 대청리산220
2108,2020-05-07,,인천광역시,옹진군,북도면,장봉리,산59,원인불명,0.0,인천광역시 옹진군 북도면 장봉리산59
2109,2020-05-07,,인천광역시,옹진군,북도면,장봉리,산140,원인불명,0.0,인천광역시 옹진군 북도면 장봉리산140
