,OCCRR_DTM,RQRMN_TM,CTPRV_NM,SGNG_NM,EMNDN_NM,OCCCRR_RI,ARA_LTNMB,CUSE_NM,DMG_AREA,ADDRESS
22998,2021-02-20,,경상북도,청도군,청도읍,내리,505,원인불명,0.0,경상북도 청도군 청도읍 내리505
22999,2021-02-25,,경상북도,청도군,각남면,옥산리,1398-41,원인불명,0.0,경상북도 청도군 각남면 옥산리1398-41
23000,2021-02-27,,경상북도,청도군,화양읍,서상리,740,원인불명,0.0,경상북도 청도군 화양읍 서상리740
23001,2021-03-07,,경상북도,청도군,풍각면,현리리,879-3,원인불명,0.0,경상북도 청도군 풍각면 현리리879-3
23002,2021-03-17,,경상북도,청도군,각북면,남산리,1460-123,원인불명,0.0,경상북도 청도군 각북면 남산리1460-123
23003,2021-03-27,,경상북도,청도군,풍각면,화산리,1172,원인불명,0.0,경상북도 청도군 풍각면 화산리1172
23004,2021-03-27,,경상북도,청도군,풍각면,화산리,1384-6,원인불명,0.0,경상북도 청도군 풍각면 화산리1384-6
23005,2021-03-27,,경상북도,청도군,풍각면,화산리,산193-2,원인불명,0.0,경상북도 청도군 풍각면 화산리산193-2
23006,2021-03-27,,경상북도,청도군,풍각면,화산리,1172,원인불명,0.0,경상북도 청도군 풍각면 화산리1172
23007,2021-03-27,,경상북도,청도군,풍각면,화산리,1172,원인불명,0.0,경상북도 청도군 풍각면 화산리1172
23008,2021-03-27,,경상북도,청도군,풍각면,화산리,1384-6,원인불명,0.0,경상북도 청도군 풍각면 화산리1384-6
23009,2021-03-27,,경상북도,청도군,풍각면,화산리,산193-2,원인불명,0.0,경상북도 청도군 풍각면 화산리산193-2
23010,2021-04-07,,경상북도,청도군,풍각면,덕양리,937,원인불명,0.0,경상북도 청도군 풍각면 덕양리937
23011,2021-04-07,,경상북도,청도군,풍각면,덕양리,937,원인불명,0.0,경상북도 청도군 풍각면 덕양리937
23012,2021-04-11,,경상북도,청도군,각북면,남산리,산66,원인불명,0.0,경상북도 청도군 각북면 남산리산66
23013,2021-04-11,,경상북도,청도군,각북면,남산리,산66,원인불명,0.0,경상북도 청도군 각북면 남산리산66
23014,2021-02-03,,경상북도,고령군,다산면,나정리,산4,원인불명,0.0,경상북도 고령군 다산면 나정리산4
23015,2021-02-03,,경상북도,고령군,다산면,나정리,378,원인불명,0.0,경상북도 고령군 다산면 나정리378
23016,2021-02-03,,경상북도,고령군,다산면,나정리,376,원인불명,0.0,경상북도 고령군 다산면 나정리376
23017,2021-02-03,,경상북도,고령군,다산면,평리리,262-1,원인불명,0.0,경상북도 고령군 다산면 평리리262-1
23018,2021-02-03,,경상북도,고령군,다산면,평리리,262-1,원인불명,0.0,경상북도 고령군 다산면 평리리262-1
23019,2021-02-03,,경상북도,고령군,다산면,나정리,산6,원인불명,0.0,경상북도 고령군 다산면 나정리산6
23020,2021-02-03,,경상북도,고령군,다산면,나정리,377,원인불명,0.0,경상북도 고령군 다산면 나정리377
23021,2021-02-03,,경상북도,고령군,다산면,나정리,377,원인불명,0.0,경상북도 고령군 다산면 나정리377
23022,2021-02-05,,경상북도,고령군,대가야읍,쾌빈리,325-5,원인불명,0.0,경상북도 고령군 대가야읍 쾌빈리325-5
23023,2021-02-05,,경상북도,고령군,대가야읍,쾌빈리,333-8,원인불명,0.0,경상북도 고령군 대가야읍 쾌빈리333-8
23024,2021-02-06,,경상북도,고령군,개진면,개포리,239,원인불명,0.0,경상북도 고령군 개진면 개포리239
23025,2021-02-13,,경상북도,고령군,성산면,어곡리,322,원인불명,0.0,경상북도 고령군 성산면 어곡리322
23026,2021-02-13,,경상북도,고령군,성산면,어곡리,322,원인불명,0.0,경상북도 고령군 성산면 어곡리322
23027,2021-02-13,,경상북도,고령군,성산면,어곡리,322,원인불명,0.0,경상북도 고령군 성산면 어곡리322
23028,2021-02-13,,경상북도,고령군,성산면,어곡리,322,원인불명,0.0,경상북도 고령군 성산면 어곡리322
23029,2021-02-13,,경상북도,고령군,성산면,어곡리,322,원인불명,0.0,경상북도 고령군 성산면 어곡리322
23030,2021-02-14,,경상북도,고령군,대가야읍,저전리,888-128,원인불명,0.0,경상북도 고령군 대가야읍 저전리888-128
23031,2021-02-14,,경상북도,고령군,대가야읍,저전리,88,원인불명,0.0,경상북도 고령군 대가야읍 저전리88
23032,2021-02-14,,경상북도,고령군,대가야읍,저전리,산41-6,원인불명,0.0,경상북도 고령군 대가야읍 저전리산41-6
23033,2021-02-14,,경상북도,고령군,대가야읍,저전리,888-128,원인불명,0.0,경상북도 고령군 대가야읍 저전리888-128
23034,2021-02-16,,경상북도,고령군,대가야읍,지산리,911-6,원인불명,0.0,경상북도 고령군 대가야읍 지산리911-6
23035,2021-02-19,,경상북도,고령군,운수면,화암리,1023,원인불명,0.0,경상북도 고령군 운수면 화암리1023
23036,2021-02-19,,경상북도,고령군,운수면,화암리,1023,원인불명,0.0,경상북도 고령군 운수면 화암리1023
23037,2021-02-19,,경상북도,고령군,대가야읍,내곡리,772,원인불명,0.0,경상북도 고령군 대가야읍 내곡리772
23038,2021-02-19,,경상북도,고령군,운수면,화암리,1023,원인불명,0.0,경상북도 고령군 운수면 화암리1023
23039,2021-02-19,,경상북도,고령군,운수면,화암리,1023,원인불명,0.0,경상북도 고령군 운수면 화암리1023
23040,2021-02-20,,경상북도,고령군,쌍림면,귀원리,산17-1,원인불명,0.0,경상북도 고령군 쌍림면 귀원리산17-1
23041,2021-02-21,,경상북도,고령군,우곡면,도진리,291-2,원인불명,0.0,경상북도 고령군 우곡면 도진리291-2
23042,2021-02-21,,경상북도,고령군,우곡면,도진리,751,원인불명,0.0,경상북도 고령군 우곡면 도진리751
23043,2021-02-21,,경상북도,고령군,우곡면,도진리,611,원인불명,0.0,경상북도 고령군 우곡면 도진리611
23044,2021-02-21,,경상북도,고령군,우곡면,도진리,291-2,원인불명,0.0,경상북도 고령군 우곡면 도진리291-2
23045,2021-02-21,,경상북도,고령군,우곡면,도진리,751,원인불명,0.0,경상북도 고령군 우곡면 도진리751
23046,2021-02-21,,경상북도,고령군,우곡면,도진리,291-2,원인불명,0.0,경상북도 고령군 우곡면 도진리291-2
23047,2021-02-21,,경상북도,고령군,쌍림면,귀원리,산17-1,원인불명,0.0,경상북도 고령군 쌍림면 귀원리산17-1
23048,2021-02-22,,경상북도,고령군,대가야읍,저전리,418,원인불명,0.0,경상북도 고령군 대가야읍 저전리418
23049,2021-02-24,,경상북도,고령군,덕곡면,후암리,산34,원인불명,0.0,경상북도 고령군 덕곡면 후암리산34
23050,2021-02-24,,경상북도,고령군,덕곡면,후암리,산33,원인불명,0.0,경상북도 고령군 덕곡면 후암리산33
23051,2021-02-24,,경상북도,고령군,덕곡면,후암리,산33,원인불명,0.0,경상북도 고령군 덕곡면 후암리산33
23052,2021-02-24,,경상북도,고령군,덕곡면,후암리,산33,원인불명,0.0,경상북도 고령군 덕곡면 후암리산33
23053,2021-02-27,,경상북도,고령군,개진면,부리,745-2,원인불명,0.0,경상북도 고령군 개진면 부리745-2
23054,2021-02-28,,경상북도,고령군,대가야읍,내곡리,528-1,원인불명,0.0,경상북도 고령군 대가야읍 내곡리528-1
23055,2021-03-08,,경상북도,고령군,쌍림면,합가리,634-4,원인불명,0.0,경상북도 고령군 쌍림면 합가리634-4
23056,2021-03-09,,경상북도,고령군,개진면,생리,10-4,원인불명,0.0,경상북도 고령군 개진면 생리10-4
23057,2021-03-25,,경상북도,고령군,성산면,기산리,산134,원인불명,0.0,경상북도 고령군 성산면 기산리산134
23058,2021-03-25,,경상북도,고령군,쌍림면,귀원리,산17-1,원인불명,0.0,경상북도 고령군 쌍림면 귀원리산17-1
23059,2021-03-25,,경상북도,고령군,성산면,기산리,산134,원인불명,0.0,경상북도 고령군 성산면 기산리산134
23060,2021-03-25,,경상북도,고령군,성산면,기산리,산134,원인불명,0.0,경상북도 고령군 성산면 기산리산134
23061,2021-03-26,,경상북도,고령군,개진면,개포리,240-1,원인불명,0.0,경상북도 고령군 개진면 개포리240-1
23062,2021-04-05,,경상북도,고령군,성산면,어곡리,37-21,원인불명,0.0,경상북도 고령군 성산면 어곡리37-21
23063,2021-02-02,,경상북도,성주군,월항면,대산리,103,원인불명,0.0,경상북도 성주군 월항면 대산리103
23064,2021-02-02,,경상북도,성주군,성주읍,경산리,283-1,원인불명,0.0,경상북도 성주군 성주읍 경산리283-1
23065,2021-02-02,,경상북도,성주군,월항면,대산리,103,원인불명,0.0,경상북도 성주군 월항면 대산리103
23066,2021-02-06,,경상북도,성주군,용암면,사곡리,189-1,원인불명,0.0,경상북도 성주군 용암면 사곡리189-1
23067,2021-02-09,,경상북도,성주군,성주읍,경산리,283-1,원인불명,0.0,경상북도 성주군 성주읍 경산리283-1
23068,2021-02-15,,경상북도,성주군,초전면,용성리,850-11,원인불명,0.0,경상북도 성주군 초전면 용성리850-11
23069,2021-02-15,,경상북도,성주군,초전면,용성리,28,원인불명,0.0,경상북도 성주군 초전면 용성리28
23070,2021-02-15,,경상북도,성주군,대가면,옥련리,256-1,원인불명,0.0,경상북도 성주군 대가면 옥련리256-1
23071,2021-02-20,,경상북도,성주군,대가면,옥련리,1006-10,원인불명,0.0,경상북도 성주군 대가면 옥련리1006-10
23072,2021-02-21,,경상북도,성주군,수륜면,백운리,1425,원인불명,0.0,경상북도 성주군 수륜면 백운리1425
23073,2021-02-21,,경상북도,성주군,수륜면,백운리,1420-8,원인불명,0.0,경상북도 성주군 수륜면 백운리1420-8
23074,2021-02-21,,경상북도,성주군,수륜면,백운리,1423,원인불명,0.0,경상북도 성주군 수륜면 백운리1423
23075,2021-02-21,,경상북도,성주군,초전면,칠선리,747-10,원인불명,0.0,경상북도 성주군 초전면 칠선리747-10
23076,2021-02-21,,경상북도,성주군,수륜면,백운리,1943,원인불명,0.0,경상북도 성주군 수륜면 백운리1943
23077,2021-02-21,,경상북도,성주군,수륜면,백운리,1424-3,원인불명,0.0,경상북도 성주군 수륜면 백운리1424-3
23078,2021-02-24,,경상북도,성주군,벽진면,운정리,187-1,원인불명,0.0,경상북도 성주군 벽진면 운정리187-1
23079,2021-02-24,,경상북도,성주군,벽진면,운정리,187-1,원인불명,0.0,경상북도 성주군 벽진면 운정리187-1
23080,2021-02-28,,경상북도,성주군,성주읍,금산리,618-5,원인불명,0.0,경상북도 성주군 성주읍 금산리618-5
23081,2021-02-28,,경상북도,성주군,성주읍,금산리,669,원인불명,0.0,경상북도 성주군 성주읍 금산리669
23082,2021-02-28,,경상북도,성주군,초전면,용성리,837-1,원인불명,0.0,경상북도 성주군 초전면 용성리837-1
23083,2021-03-05,,경상북도,성주군,용암면,동락리,727-1,원인불명,0.0,경상북도 성주군 용암면 동락리727-1
23084,2021-03-05,,경상북도,성주군,용암면,동락리,727-1,원인불명,0.0,경상북도 성주군 용암면 동락리727-1
23085,2021-03-06,,경상북도,성주군,대가면,흥산리,101-3,원인불명,0.0,경상북도 성주군 대가면 흥산리101-3
23086,2021-03-10,,경상북도,성주군,대가면,옥련리,181-1,원인불명,0.0,경상북도 성주군 대가면 옥련리181-1
23087,2021-03-11,,경상북도,성주군,가천면,창천리,139,원인불명,0.0,경상북도 성주군 가천면 창천리139
23088,2021-03-11,,경상북도,성주군,초전면,용성리,681-1,원인불명,0.0,경상북도 성주군 초전면 용성리681-1
23089,2021-03-28,,경상북도,성주군,성주읍,성산리,2097-2,원인불명,0.0,경상북도 성주군 성주읍 성산리2097-2
23090,2021-04-01,,경상북도,성주군,선남면,오도리,682,원인불명,0.0,경상북도 성주군 선남면 오도리682
23091,2021-02-04,,경상북도,칠곡군,왜관읍,금남리,293-3,원인불명,0.0,경상북도 칠곡군 왜관읍 금남리293-3
23092,2021-02-04,,경상북도,칠곡군,왜관읍,금남리,산4,원인불명,0.0,경상북도 칠곡군 왜관읍 금남리산4
23093,2021-02-04,,경상북도,칠곡군,왜관읍,금남리,307,원인불명,0.0,경상북도 칠곡군 왜관읍 금남리307
23094,2021-02-04,,경상북도,칠곡군,왜관읍,금남리,산4,원인불명,0.0,경상북도 칠곡군 왜관읍 금남리산4
23095,2021-02-04,,경상북도,칠곡군,왜관읍,금남리,307,원인불명,0.0,경상북도 칠곡군 왜관읍 금남리307
23096,2021-02-04,,경상북도,칠곡군,왜관읍,금남리,307,원인불명,0.0,경상북도 칠곡군 왜관읍 금남리307
23097,2021-02-09,,경상북도,칠곡군,왜관읍,금남리,435-1,원인불명,0.0,경상북도 칠곡군 왜관읍 금남리435-1
23098,2021-02-09,,경상북도,칠곡군,왜관읍,금남리,437,원인불명,0.0,경상북도 칠곡군 왜관읍 금남리437
23099,2021-02-09,,경상북도,칠곡군,왜관읍,금남리,435-2,원인불명,0.0,경상북도 칠곡군 왜관읍 금남리435-2
23100,2021-02-09,,경상북도,칠곡군,가산면,다부리,산94-1,원인불명,0.0,경상북도 칠곡군 가산면 다부리산94-1
23101,2021-02-09,,경상북도,칠곡군,왜관읍,금남리,437,원인불명,0.0,경상북도 칠곡군 왜관읍 금남리437
23102,2021-02-09,,경상북도,칠곡군,왜관읍,금남리,435-1,원인불명,0.0,경상북도 칠곡군 왜관읍 금남리435-1
23103,2021-02-09,,경상북도,칠곡군,왜관읍,금남리,422,원인불명,0.0,경상북도 칠곡군 왜관읍 금남리422
23104,2021-02-09,,경상북도,칠곡군,왜관읍,금남리,437,원인불명,0.0,경상북도 칠곡군 왜관읍 금남리437
23105,2021-02-09,,경상북도,칠곡군,왜관읍,금남리,437,원인불명,0.0,경상북도 칠곡군 왜관읍 금남리437
23106,2021-02-11,,경상북도,칠곡군,지천면,낙산리,650-1,원인불명,0.0,경상북도 칠곡군 지천면 낙산리650-1
23107,2021-02-11,,경상북도,칠곡군,왜관읍,봉계리,산22-4,원인불명,0.0,경상북도 칠곡군 왜관읍 봉계리산22-4
23108,2021-02-11,,경상북도,칠곡군,왜관읍,봉계리,산22-6,원인불명,0.0,경상북도 칠곡군 왜관읍 봉계리산22-6
23109,2021-02-14,,경상북도,칠곡군,석적읍,남율리,677-5,원인불명,0.0,경상북도 칠곡군 석적읍 남율리677-5
23110,2021-02-20,,경상북도,칠곡군,지천면,달서리,358-4,원인불명,0.0,경상북도 칠곡군 지천면 달서리358-4
23111,2021-02-20,,경상북도,칠곡군,지천면,달서리,산34-1,원인불명,0.0,경상북도 칠곡군 지천면 달서리산34-1
23112,2021-02-20,,경상북도,칠곡군,지천면,달서리,산33,원인불명,0.0,경상북도 칠곡군 지천면 달서리산33
23113,2021-02-24,,경상북도,칠곡군,약목면,교리,249-5,원인불명,0.0,경상북도 칠곡군 약목면 교리249-5
23114,2021-02-26,,경상북도,칠곡군,지천면,연화리,산102-4,원인불명,0.0,경상북도 칠곡군 지천면 연화리산102-4
23115,2021-02-26,,경상북도,칠곡군,지천면,연화리,900-2,원인불명,0.0,경상북도 칠곡군 지천면 연화리900-2
23116,2021-02-26,,경상북도,칠곡군,지천면,연화리,900-2,원인불명,0.0,경상북도 칠곡군 지천면 연화리900-2
23117,2021-02-26,,경상북도,칠곡군,지천면,연화리,산102-5,원인불명,0.0,경상북도 칠곡군 지천면 연화리산102-5
23118,2021-02-26,,경상북도,칠곡군,지천면,연화리,900-2,원인불명,0.0,경상북도 칠곡군 지천면 연화리900-2
23119,2021-02-26,,경상북도,칠곡군,지천면,연화리,산102-5,원인불명,0.0,경상북도 칠곡군 지천면 연화리산102-5
23120,2021-03-04,,경상북도,칠곡군,석적읍,성곡리,869-42,원인불명,0.0,경상북도 칠곡군 석적읍 성곡리869-42
23121,2021-03-06,,경상북도,칠곡군,지천면,덕산리,759,원인불명,0.0,경상북도 칠곡군 지천면 덕산리759
23122,2021-03-06,,경상북도,칠곡군,왜관읍,삼청리,594-3,원인불명,0.0,경상북도 칠곡군 왜관읍 삼청리594-3
23123,2021-03-07,,경상북도,칠곡군,왜관읍,왜관리,1396-3,원인불명,0.0,경상북도 칠곡군 왜관읍 왜관리1396-3
23124,2021-03-07,,경상북도,칠곡군,왜관읍,왜관리,867-2,원인불명,0.0,경상북도 칠곡군 왜관읍 왜관리867-2
23125,2021-03-10,,경상북도,칠곡군,약목면,남계리,319,원인불명,0.0,경상북도 칠곡군 약목면 남계리319
23126,2021-03-26,,경상북도,칠곡군,북삼읍,오평리,1261-1,원인불명,0.0,경상북도 칠곡군 북삼읍 오평리1261-1
23127,2021-03-26,,경상북도,칠곡군,북삼읍,오평리,1225-1,원인불명,0.0,경상북도 칠곡군 북삼읍 오평리1225-1
23128,2021-03-27,,경상북도,칠곡군,석적읍,도개리,339-4,원인불명,0.0,경상북도 칠곡군 석적읍 도개리339-4
23129,2021-04-10,,경상북도,칠곡군,가산면,학산리,1034,원인불명,0.0,경상북도 칠곡군 가산면 학산리1034
23130,2021-04-10,,경상북도,칠곡군,가산면,학산리,산89-1,원인불명,0.0,경상북도 칠곡군 가산면 학산리산89-1
23131,2021-04-11,,경상북도,칠곡군,석적읍,성곡리,869-1,원인불명,0.0,경상북도 칠곡군 석적읍 성곡리869-1
23132,2021-01-28,,경상북도,예천군,예천읍,대심리,64-10,원인불명,0.0,경상북도 예천군 예천읍 대심리64-10
23133,2021-01-28,,경상북도,예천군,예천읍,대심리,64-10,원인불명,0.0,경상북도 예천군 예천읍 대심리64-10
23134,2021-01-28,,경상북도,예천군,예천읍,대심리,64-10,원인불명,0.0,경상북도 예천군 예천읍 대심리64-10
23135,2021-02-05,,경상북도,예천군,예천읍,백전리,산47-1,원인불명,0.0,경상북도 예천군 예천읍 백전리산47-1
23136,2021-02-08,,경상북도,예천군,개포면,신음리,545-3,원인불명,0.0,경상북도 예천군 개포면 신음리545-3
23137,2021-02-09,,경상북도,예천군,효자면,명봉리,산1-1,원인불명,0.0,경상북도 예천군 효자면 명봉리산1-1
23138,2021-02-10,,경상북도,예천군,유천면,중평리,168-1,원인불명,0.0,경상북도 예천군 유천면 중평리168-1
23139,2021-02-11,,경상북도,예천군,은풍면,오류리,148-2,원인불명,0.0,경상북도 예천군 은풍면 오류리148-2
23140,2021-02-21,,경상북도,예천군,감천면,증거리,산37,원인불명,0.0,경상북도 예천군 감천면 증거리산37
23141,2021-02-21,,경상북도,예천군,감천면,증거리,17,원인불명,0.0,경상북도 예천군 감천면 증거리17
23142,2021-02-21,,경상북도,예천군,감천면,증거리,17,원인불명,0.0,경상북도 예천군 감천면 증거리17
23143,2021-02-21,,경상북도,예천군,감천면,유리,637-2,원인불명,0.0,경상북도 예천군 감천면 유리637-2
23144,2021-02-22,,경상북도,예천군,감천면,증거리,산37,원인불명,0.0,경상북도 예천군 감천면 증거리산37
23145,2021-02-22,,경상북도,예천군,감천면,증거리,산39,원인불명,0.0,경상북도 예천군 감천면 증거리산39
23146,2021-02-22,,경상북도,예천군,감천면,증거리,산39,원인불명,0.0,경상북도 예천군 감천면 증거리산39
23147,2021-02-22,,경상북도,예천군,풍양면,흔효리,538-1,원인불명,0.0,경상북도 예천군 풍양면 흔효리538-1
23148,2021-02-27,,경상북도,예천군,감천면,유리,701-2,원인불명,0.0,경상북도 예천군 감천면 유리701-2
23149,2021-03-11,,경상북도,예천군,보문면,간방리,861,원인불명,0.0,경상북도 예천군 보문면 간방리861
23150,2021-03-11,,경상북도,예천군,보문면,간방리,861,원인불명,0.0,경상북도 예천군 보문면 간방리861
23151,2021-03-11,,경상북도,예천군,풍양면,와룡리,산72,원인불명,0.0,경상북도 예천군 풍양면 와룡리산72
23152,2021-03-21,,경상북도,예천군,풍양면,낙상리,165-2,원인불명,0.0,경상북도 예천군 풍양면 낙상리165-2
23153,2021-04-02,,경상북도,예천군,은풍면,은산리,379-1,원인불명,0.0,경상북도 예천군 은풍면 은산리379-1
23154,2021-04-06,,경상북도,예천군,풍양면,고산리,산17,원인불명,0.0,경상북도 예천군 풍양면 고산리산17
23155,2021-04-06,,경상북도,예천군,감천면,포리,435-6,원인불명,0.0,경상북도 예천군 감천면 포리435-6
23156,2021-04-06,,경상북도,예천군,풍양면,고산리,583,원인불명,0.0,경상북도 예천군 풍양면 고산리583
23157,2021-04-12,,경상북도,예천군,용궁면,향석리,206,원인불명,0.0,경상북도 예천군 용궁면 향석리206
23158,2021-02-05,,경상북도,봉화군,춘양면,의양리,409-21,원인불명,0.0,경상북도 봉화군 춘양면 의양리409-21
23159,2021-02-13,,경상북도,봉화군,물야면,오록리,432-2,원인불명,0.0,경상북도 봉화군 물야면 오록리432-2
23160,2021-02-13,,경상북도,봉화군,물야면,오록리,432-2,원인불명,0.0,경상북도 봉화군 물야면 오록리432-2
23161,2021-02-13,,경상북도,봉화군,물야면,오록리,408-8,원인불명,0.0,경상북도 봉화군 물야면 오록리408-8
23162,2021-03-04,,경상북도,봉화군,물야면,오록리,55,원인불명,0.0,경상북도 봉화군 물야면 오록리55
23163,2021-04-03,,경상북도,봉화군,봉화읍,거촌리,902-4,원인불명,0.0,경상북도 봉화군 봉화읍 거촌리902-4
23164,2021-04-11,,경상북도,봉화군,명호면,양곡리,산230-1,원인불명,0.0,경상북도 봉화군 명호면 양곡리산230-1
23165,2021-04-11,,경상북도,봉화군,명호면,풍호리,938-3,원인불명,0.0,경상북도 봉화군 명호면 풍호리938-3
23166,2021-04-11,,경상북도,봉화군,명호면,풍호리,938-3,원인불명,0.0,경상북도 봉화군 명호면 풍호리938-3
23167,2021-04-11,,경상북도,봉화군,명호면,풍호리,938-3,원인불명,0.0,경상북도 봉화군 명호면 풍호리938-3
23168,2021-04-11,,경상북도,봉화군,명호면,풍호리,938-3,원인불명,0.0,경상북도 봉화군 명호면 풍호리938-3
23169,2021-04-11,,경상북도,봉화군,재산면,갈산리,산644,원인불명,0.0,경상북도 봉화군 재산면 갈산리산644
23170,2021-04-11,,경상북도,봉화군,재산면,현동리,168-2,원인불명,0.0,경상북도 봉화군 재산면 현동리168-2
23171,2021-04-11,,경상북도,봉화군,재산면,현동리,산123-1,원인불명,0.0,경상북도 봉화군 재산면 현동리산123-1
23172,2021-04-11,,경상북도,봉화군,재산면,현동리,산123-1,원인불명,0.0,경상북도 봉화군 재산면 현동리산123-1
23173,2021-04-14,,경상북도,봉화군,재산면,갈산리,2383,원인불명,0.0,경상북도 봉화군 재산면 갈산리2383
23174,2021-04-14,,경상북도,봉화군,재산면,갈산리,산582-1,원인불명,0.0,경상북도 봉화군 재산면 갈산리산582-1
23175,2021-04-14,,경상북도,봉화군,재산면,갈산리,산582-1,원인불명,0.0,경상북도 봉화군 재산면 갈산리산582-1
23176,2021-04-14,,경상북도,봉화군,재산면,갈산리,산582-1,원인불명,0.0,경상북도 봉화군 재산면 갈산리산582-1
23177,2021-04-14,,경상북도,봉화군,재산면,갈산리,215-1,원인불명,0.0,경상북도 봉화군 재산면 갈산리215-1
23178,2021-04-14,,경상북도,봉화군,재산면,갈산리,산582-15,원인불명,0.0,경상북도 봉화군 재산면 갈산리산582-15
23179,2021-04-14,,경상북도,봉화군,재산면,갈산리,산582-1,원인불명,0.0,경상북도 봉화군 재산면 갈산리산582-1
23180,2021-02-03,,경상북도,울진군,울진읍,읍내리,464,원인불명,0.0,경상북도 울진군 울진읍 읍내리464
23181,2021-02-04,,경상북도,울진군,매화면,덕신리,산64-2,원인불명,0.0,경상북도 울진군 매화면 덕신리산64-2
23182,2021-02-04,,경상북도,울진군,매화면,기양리,1284,원인불명,0.0,경상북도 울진군 매화면 기양리1284
23183,2021-02-08,,경상북도,울진군,평해읍,거일리,86,원인불명,0.0,경상북도 울진군 평해읍 거일리86
23184,2021-02-08,,경상북도,울진군,평해읍,거일리,83-24,원인불명,0.0,경상북도 울진군 평해읍 거일리83-24
23185,2021-02-08,,경상북도,울진군,평해읍,거일리,86,원인불명,0.0,경상북도 울진군 평해읍 거일리86
23186,2021-02-08,,경상북도,울진군,평해읍,거일리,83-24,원인불명,0.0,경상북도 울진군 평해읍 거일리83-24
23187,2021-02-08,,경상북도,울진군,평해읍,거일리,86,원인불명,0.0,경상북도 울진군 평해읍 거일리86
23188,2021-02-08,,경상북도,울진군,평해읍,거일리,86-1,원인불명,0.0,경상북도 울진군 평해읍 거일리86-1
23189,2021-02-08,,경상북도,울진군,평해읍,거일리,83-1,원인불명,0.0,경상북도 울진군 평해읍 거일리83-1
23190,2021-02-08,,경상북도,울진군,평해읍,거일리,86-1,원인불명,0.0,경상북도 울진군 평해읍 거일리86-1
23191,2021-02-08,,경상북도,울진군,평해읍,거일리,83-1,원인불명,0.0,경상북도 울진군 평해읍 거일리83-1
23192,2021-02-09,,경상북도,울진군,울진읍,읍내리,246,원인불명,0.0,경상북도 울진군 울진읍 읍내리246
23193,2021-02-09,,경상북도,울진군,울진읍,읍내리,246,원인불명,0.0,경상북도 울진군 울진읍 읍내리246
23194,2021-02-09,,경상북도,울진군,기성면,척산리,201-5,원인불명,0.0,경상북도 울진군 기성면 척산리201-5
23195,2021-03-05,,경상북도,울진군,금강송면,왕피리,산99,원인불명,0.0,경상북도 울진군 금강송면 왕피리산99
23196,2021-03-27,,경상북도,울진군,금강송면,소광리,345,원인불명,0.0,경상북도 울진군 금강송면 소광리345
23197,2021-03-27,,경상북도,울진군,금강송면,소광리,347,원인불명,0.0,경상북도 울진군 금강송면 소광리347
23198,2021-03-27,,경상북도,울진군,금강송면,소광리,345,원인불명,0.0,경상북도 울진군 금강송면 소광리345
23199,2021-03-27,,경상북도,울진군,금강송면,소광리,347,원인불명,0.0,경상북도 울진군 금강송면 소광리347
23200,2021-03-27,,경상북도,울진군,금강송면,소광리,산101,원인불명,0.0,경상북도 울진군 금강송면 소광리산101
23201,2021-03-27,,경상북도,울진군,금강송면,소광리,345,원인불명,0.0,경상북도 울진군 금강송면 소광리345
23202,2021-03-27,,경상북도,울진군,금강송면,소광리,345,원인불명,0.0,경상북도 울진군 금강송면 소광리345
23203,2021-03-27,,경상북도,울진군,금강송면,소광리,345,원인불명,0.0,경상북도 울진군 금강송면 소광리345
23204,2021-03-27,,경상북도,울진군,금강송면,소광리,345,원인불명,0.0,경상북도 울진군 금강송면 소광리345
23205,2021-03-27,,경상북도,울진군,금강송면,소광리,347,원인불명,0.0,경상북도 울진군 금강송면 소광리347
23206,2021-03-27,,경상북도,울진군,금강송면,소광리,347,원인불명,0.0,경상북도 울진군 금강송면 소광리347
23207,2021-03-27,,경상북도,울진군,금강송면,소광리,345,원인불명,0.0,경상북도 울진군 금강송면 소광리345
23208,2021-03-27,,경상북도,울진군,금강송면,소광리,산11,원인불명,0.0,경상북도 울진군 금강송면 소광리산11
23209,2021-04-12,,경상북도,울진군,금강송면,광회리,260-1,원인불명,0.0,경상북도 울진군 금강송면 광회리260-1
23210,2021-03-05,,경상북도,울릉군,울릉읍,도동리,299,원인불명,0.0,경상북도 울릉군 울릉읍 도동리299
23211,2021-03-08,,경상북도,울릉군,울릉읍,도동리,299,원인불명,0.0,경상북도 울릉군 울릉읍 도동리299
23212,2021-03-08,,경상북도,울릉군,울릉읍,도동리,299,원인불명,0.0,경상북도 울릉군 울릉읍 도동리299
23213,2021-03-09,,경상북도,울릉군,울릉읍,사동리,313-9,원인불명,0.0,경상북도 울릉군 울릉읍 사동리313-9
23214,2021-03-10,,경상북도,울릉군,울릉읍,사동리,310-1,원인불명,0.0,경상북도 울릉군 울릉읍 사동리310-1
23215,2021-03-11,,경상북도,울릉군,울릉읍,사동리,313-9,원인불명,0.0,경상북도 울릉군 울릉읍 사동리313-9
23216,2021-03-11,,경상북도,울릉군,울릉읍,사동리,313-9,원인불명,0.0,경상북도 울릉군 울릉읍 사동리313-9
23217,2021-03-14,,경상북도,울릉군,울릉읍,사동리,310-1,원인불명,0.0,경상북도 울릉군 울릉읍 사동리310-1
23218,2021-04-18,,경상북도,포항시남구,연일읍,학전리,산133-1,원인불명,0.0,경상북도 포항시남구 연일읍 학전리산133-1
