id,damagearea,endday,endmonth,endtime,endyear,firecause,locbunji,locdong,locgungu,locmenu,locsi,startday,startdayofweek,startmonth,starttime,startyear
239,0.1,6,5,19:20:00,2019,입산자실화,산187-1,흥양,원주,소초,강원,6,월요일,5,17:50:00,2019
240,0.09,7,5,11:38:00,2019,기타,산7-1,동두천,상패, ,경기,7,화요일,5,10:06:00,2019
241,1.5,7,5,18:00:00,2019,입산자실화,산1-1,품걸,춘천,동,강원,7,화요일,5,11:47:00,2019
242,1,7,5,14:30:00,2019,기타,산156,가양,포천,창수,경기,7,화요일,5,11:59:00,2019
243,1.9,7,5,18:30:00,2019,기타,산53,풍암,홍천,서석,강원,7,화요일,5,15:40:00,2019
244,1.5,7,5,18:30:00,2019,기타,산116-1,중암,여주,북내,경기,7,화요일,5,16:07:00,2019
245,0.01,7,5,17:40:00,2019,기타,600,임초,가평,상,경기,7,화요일,5,16:33:00,2019
246,0.09,8,5,7:00:00,2019,입산자실화,산60,화성,목, ,경기,8,수요일,5,4:59:00,2019
247,0.03,8,5,15:00:00,2019,입산자실화,산82-1,동,동부, ,울산,8,수요일,5,11:28:00,2019
248,0.01,8,5,13:20:00,2019,기타,산48-4,문봉,고양,일산동,경기,8,수요일,5,12:12:00,2019
249,0.01,8,5,19:50:00,2019,기타,산66-1,상동,가평,상,경기,8,수요일,5,18:55:00,2019
250,0.2,9,5,6:46:00,2019,기타,산39,대신,청주,미원,충북,9,목요일,5,3:55:00,2019
251,0.06,9,5,13:00:00,2019,입산자실화,산28-1,보령,죽정, ,충남,9,목요일,5,11:40:00,2019
252,0.01,9,5,12:54:00,2019,기타,산28-3,백석,파주,파주,경기,9,목요일,5,12:09:00,2019
253,0.02,9,5,20:40:00,2019,기타,산19-84,신암,영양,수비,경북,9,목요일,5,19:11:00,2019
254,0.4,9,5,0:00:00,2019,기타,산9-1,서,시천, ,인천,9,목요일,5,20:45:00,2019
255,0.54,10,5,12:00:00,2019,기타,산1외 1,구성,고성,죽왕,강원,10,금요일,5,9:34:00,2019
256,0.03,10,5,12:00:00,2019,입산자실화,산144-1,중,다운, ,울산,10,금요일,5,10:21:00,2019
257,0.06,10,5,12:10:00,2019,입산자실화,430-2(임),송림,화성,남양,경기,10,금요일,5,10:50:00,2019
258,0.3,10,5,20:00:00,2019,입산자실화,산39-1,궁항,진안,부귀,전북,10,금요일,5,16:33:00,2019
259,0.1,11,5,7:30:00,2019,입산자실화,산32,두산,영주,봉현,경북,10,금요일,5,23:55:00,2019
260,0.09,11,5,10:00:00,2019,입산자실화,118-16,화성,목, ,경기,11,토요일,5,5:05:00,2019
261,0.06,11,5,10:12:00,2019,입산자실화,334-5,송림,화성,남양,경기,11,토요일,5,8:51:00,2019
262,0.01,11,5,11:00:00,2019,입산자실화,산72,문거,청송,안덕,경북,11,토요일,5,9:35:00,2019
263,0.01,11,5,11:54:00,2019,기타,산128-48,중,운북, ,인천,11,토요일,5,11:31:00,2019
264,0.05,11,5,14:10:00,2019,입산자실화,산136외,동곡,광양,옥룡,전남,11,토요일,5,12:28:00,2019
265,0.01,11,5,13:45:00,2019,입산자실화,산46-1,반계,상주,모동,경북,11,토요일,5,13:08:00,2019
266,2,11,5,21:00:00,2019,기타,산77,동두천,탑동, ,경기,11,토요일,5,14:24:00,2019
267,0.1,11,5,16:20:00,2019,입산자실화,산82,방제,정선,신동,강원,11,토요일,5,14:36:00,2019
268,0.02,11,5,17:50:00,2019,입산자실화,산38-7,용담,양평,양서,경기,11,토요일,5,15:35:00,2019
269,0.2,11,5,21:00:00,2019,입산자실화,산224,임초,가평,상,경기,11,토요일,5,15:50:00,2019
270,0.28,11,5,19:20:00,2019,입산자실화,산260,두미,홍천,서,강원,11,토요일,5,17:50:00,2019
271,0.1,12,5,2:45:00,2019,입산자실화,산51,지소,청송,안덕,경북,11,토요일,5,22:24:00,2019
272,0.01,12,5,7:00:00,2019,입산자실화,산114-2,해운대,좌, ,부산,12,일요일,5,3:18:00,2019
273,0.05,12,5,11:10:00,2019,기타,산44-3,유성,대, ,대전,12,일요일,5,9:21:00,2019
274,0.01,12,5,12:51:00,2019,입산자실화,산202,매남,경산,용성,경북,12,일요일,5,11:43:00,2019
275,0.1,12,5,12:50:00,2019,기타,산127,가사,정,신동,강원,12,일요일,5,11:59:00,2019
276,0.01,12,5,14:00:00,2019,쓰레기소각,산35-13,도갑,영암,군서,전남,12,일요일,5,13:21:00,2019
277,0.2,12,5,18:00:00,2019,기타,산21-1,삼산,청주,낭성,충북,12,일요일,5,16:32:00,2019
278,0.01,12,5,22:00:00,2019,입산자실화,산50,오남,남양주,오남,경기,12,일요일,5,20:00:00,2019
279,0.08,12,5,22:00:00,2019,쓰레기소각,산80-3,금곡,파주,법원,경기,12,일요일,5,20:03:00,2019
280,0.1,12,5,23:20:00,2019,기타,산125,양동,김해,주촌,경남,12,일요일,5,21:16:00,2019
281,0.03,13,5,6:30:00,2019,입산자실화,산21,공암,공주,반포,충남,13,월요일,5,4:30:00,2019
282,0.02,13,5,14:30:00,2019,기타,251-7(임),대반,평택,안중,경기,13,월요일,5,13:40:00,2019
283,0.01,13,5,17:00:00,2019,기타,산28-1,신왕,평택,현덕,경기,13,월요일,5,15:59:00,2019
284,0.05,13,5,22:25:00,2019,기타,산3-1,황산,함양,서하,경남,13,월요일,5,19:11:00,2019
285,0.3,13,5,23:26:00,2019,입산자실화,산12,가곡,상주,외서,경북,13,월요일,5,20:40:00,2019
286,0.01,14,5,9:53:00,2019,입산자실화,산22-1,하송,포항,송라,경북,14,화요일,5,8:30:00,2019
287,0.15,14,5,15:50:00,2019,주택화재비화,산24,마룡,양평,용문,경기,14,화요일,5,9:04:00,2019
288,0.03,14,5,16:30:00,2019,입산자실화,산97,북,천곡, ,울산,14,화요일,5,15:02:00,2019
289,0.05,15,5,4:10:00,2019,입산자실화,산6-1,신흥,아산,배방,충남,15,수요일,5,1:55:00,2019
290,0.01,15,5,9:40:00,2019,기타,산67-25,남양주,금곡, ,경기,15,수요일,5,8:55:00,2019
291,0.2,15,5,16:00:00,2019,입산자실화,산45,어곡,고령,성산,경북,15,수요일,5,11:20:00,2019
292,0.2,16,5,15:42:00,2019,논밭두렁소각,산311,세량,화순,화순,전남,16,목요일,5,13:56:00,2019
293,0.02,16,5,17:30:00,2019,기타,산1,유천,평창,대관령,강원,16,목요일,5,15:55:00,2019
294,0.01,17,5,10:00:00,2019,기타,산112-20,용정,남양주,진건,경기,17,금요일,5,9:12:00,2019
295,0.01,17,5,15:00:00,2019,입산자실화,산254-4,중,성안, ,울산,17,금요일,5,14:01:00,2019
296,0.03,18,5,0:15:00,2019,입산자실화,463-10,물한,안동,북후,경북,17,금요일,5,23:14:00,2019
297,0.04,18,5,15:30:00,2019,어린이불장난,1353,호매실,수원,권선,경기,18,토요일,5,14:38:00,2019
298,0.1,18,5,19:40:00,2019,입산자실화,산102-4,대부복,안산,단원,경기,18,토요일,5,15:31:00,2019
299,0.01,18,5,23:15:00,2019,기타,산127-1,화악,가평,북,경기,18,토요일,5,22:15:00,2019
300,0.01,19,5,14:51:00,2019,입산자실화,산192,하시동,강릉,강동,강원,19,일요일,5,14:20:00,2019
301,0.01,21,5,12:24:00,2019,입산자실화,산179,대전,포항,송라,경북,21,화요일,5,11:28:00,2019
302,0.5,22,5,17:30:00,2019,기타,산2,후,여주,산북,경기,22,수요일,5,14:39:00,2019
303,0.1,23,5,12:30:00,2019,쓰레기소각,산130,소로,봉화,춘양,경북,23,목요일,5,10:05:00,2019
304,0.1,23,5,14:38:00,2019,입산자실화,산250,문래,정선,임계,강원,23,목요일,5,12:37:00,2019
305,1,23,5,20:30:00,2019,입산자실화,산113,동,진인, ,대구,23,목요일,5,15:59:00,2019
306,0.05,24,5,5:40:00,2019,기타,226-136(임),덕은,파주,월롱,경기,24,금요일,5,0:22:00,2019
307,0.1,24,5,14:30:00,2019,입산자실화,산260,정양,영월,영월,강원,24,금요일,5,12:59:00,2019
308,0.2,25,5,19:00:00,2019,입산자실화,산24,동원,영주,단산,경북,25,토요일,5,16:45:00,2019
309,0.3,26,5,3:00:00,2019,입산자실화,산169,정읍,쌍암, ,전북,25,토요일,5,23:51:00,2019
310,0.03,26,5,14:10:00,2019,기타,산6,산수,서산,해미,충남,26,일요일,5,12:41:00,2019
311,0.01,26,5,15:20:00,2019,성묘객실화,산87,어석,이천,장호원,경기,26,일요일,5,13:22:00,2019
312,4.7,27,5,6:35:00,2019,성묘객실화,산82-2,사천,안동,녹전,경북,26,일요일,5,17:46:00,2019
313,0.02,29,5,21:30:00,2019,입산자실화,산33-1,상판,가평,조증,경기,29,수요일,5,18:02:00,2019
314,0.01,30,5,21:00:00,2019,기타,산32,두산,영주,봉현,경북,30,목요일,5,18:45:00,2019
315,0.1,31,5,1:10:00,2019,기타,251-31,냉정,강화,선원,인천,30,목요일,5,23:54:00,2019
316,1.07,31,5,5:20:00,2019,쓰레기소각,산23,전동,경주,감포,경북,31,금요일,5,2:50:00,2019
317,0.03,2,6,18:50:00,2019,입산자실화,산73-1,시산,예산,대술,충남,2,일요일,6,18:00:00,2019
318,0.1,3,6,16:00:00,2019,기타,산66-3,능내,남양주,조안,경기,3,월요일,6,12:49:00,2019
319,0.01,3,6,21:30:00,2019,주택화재비화,산44-1,도심,봉화,춘양,경북,3,월요일,6,19:21:00,2019
320,0.03,4,6,13:25:00,2019,주택화재비화,산58-1,고은,안성,일죽,경기,4,화요일,6,10:40:00,2019
321,0.01,4,6,14:20:00,2019,담뱃불실화,산22,율,성남,분당,경기,4,화요일,6,12:34:00,2019
322,0.2,4,6,15:26:00,2019,입산자실화,산408,화암,정선,화암,강원,4,화요일,6,14:14:00,2019
323,0.5,5,6,15:26:00,2019,기타,산20,달신,군위,우보,경북,5,수요일,6,12:10:00,2019
324,1.2,6,6,13:32:00,2019,입산자실화,산174,오산,무주,무주,전북,5,수요일,6,14:41:00,2019
325,0.02,5,6,16:20:00,2019,논밭두렁소각,산46-1,교동,울주,삼남,울산,5,수요일,6,15:53:00,2019
326,0.18,5,6,20:00:00,2019,입산자실화,산20-1,제내,경주,외동,경북,5,수요일,6,17:00:00,2019
327,0.04,6,6,12:08:00,2019,기타,199-2,강북,우이, ,서울,6,목요일,6,10:11:00,2019
328,0.76,6,6,14:50:00,2019,논밭두렁소각,산124,강교,경주,안강,경북,6,목요일,6,12:15:00,2019
329,0.03,6,6,15:39:00,2019,쓰레기소각,산59-1,아사,경산,진량,경북,6,목요일,6,13:32:00,2019
330,0.01,12,6,16:28:00,2019,입산자실화,산10,평사,경산,진량,경북,12,수요일,6,15:23:00,2019
331,0.09,25,6,21:56:00,2019,입산자실화,산27-90,화성,영천, ,경기,25,화요일,6,19:53:00,2019
332,0.1,4,7,18:00:00,2019,쓰레기소각,산10-1,송천,남양주,조안,경기,4,목요일,7,13:32:00,2019
333,0.03,5,7,16:30:00,2019,입산자실화,산10,영전,태안,소원,충남,5,금요일,7,14:14:00,2019
334,0.25,6,7,19:50:00,2019,입산자실화,산216-5,이곡,태안,원북,충남,6,토요일,7,10:22:00,2019
335,0.01,6,7,13:00:00,2019,논밭두렁소각,산1-4임,금남,성덕, ,세종,6,토요일,7,11:45:00,2019
336,0.1,6,7,17:30:00,2019,입산자실화,산17,성당,익산,성당,전북,6,토요일,7,14:45:00,2019
337,0.18,6,7,20:00:00,2019,주택화재비화,산144-1,녹천,공주,유구,충남,6,토요일,7,15:21:00,2019
338,0.05,6,7,17:25:00,2019,입산자실화,산169-1,삼송,서산,해미,충남,6,토요일,7,15:58:00,2019
339,0.02,7,7,17:00:00,2019,기타,산394-5,고천,강화,내가,인천,7,일요일,7,15:50:00,2019
340,0.07,7,7,17:10:00,2019,주택화재비화,산352,갑천,횡성,청일,강원,7,일요일,7,16:04:00,2019
341,0.1,8,7,12:45:00,2019,기타,산90-2,성산,원주,신림,강원,8,월요일,7,9:38:00,2019
342,0.03,8,7,18:00:00,2019,기타,산39-9,하대원,성남,중원,경기,8,월요일,7,13:11:00,2019
343,0.03,8,7,18:36:00,2019,기타,산3-3,하남,초이, ,경기,8,월요일,7,17:07:00,2019
344,0.01,9,7,16:00:00,2019,담뱃불실화,산20-1,용암,원주,귀래,강원,9,화요일,7,13:49:00,2019
345,0.2,9,7,16:35:00,2019,기타,산260,진목,포천,내촌,경기,9,화요일,7,14:17:00,2019
346,0.6,9,7,21:10:00,2019,논밭두렁소각,산48,창원,영월,남,강원,9,화요일,7,18:39:00,2019
347,0.3,1,1,15:00:00,2019,쓰레기소각,산81,오계,나주,남평,전남,1,화요일,1,13:00:00,2019
348,97.94,2,1,17:20:00,2019,담뱃불실화,산31-1,송천,양양,서,강원,1,화요일,1,16:12:00,2019
349,0.04,2,1,8:30:00,2019,입산자실화,산158,북,신현, ,울산,2,수요일,1,5:40:00,2019
350,0.15,2,1,16:10:00,2019,기타,산64,내,옹진,영흥,인천,2,수요일,1,15:30:00,2019
351,0.01,3,1,0:20:00,2019,기타,산71-1,후포,울진,후포,경북,2,수요일,1,23:23:00,2019
352,0.05,3,1,4:30:00,2019,주택화재비화,271,능평,광주,오포,경기,3,목요일,1,3:20:00,2019
353,0.5,3,1,16:30:00,2019,쓰레기소각,산96-1,수하,영양,수비,경북,3,목요일,1,13:50:00,2019
354,1.5,4,1,23:00:00,2019,기타,산59-1외2필지,백학,군위,산성,경북,4,금요일,1,18:56:00,2019
355,0.05,5,1,18:00:00,2019,성묘객실화,산171,백화,진안,안천,전북,5,토요일,1,14:16:00,2019
356,0.91,6,1,12:50:00,2019,입산자실화,산57-1,김해,구산, ,경남,6,일요일,1,0:30:00,2019
357,0.25,6,1,14:00:00,2019,기타,산15,진평,예천,감천,경북,6,일요일,1,12:15:00,2019
358,0.2,6,1,17:16:00,2019,성묘객실화,산21,과립,남원,이백,전북,6,일요일,1,14:33:00,2019
359,0.01,7,1,5:50:00,2019,기타,산304,장성,포항,북,경북,7,월요일,1,5:33:00,2019
360,0.1,7,1,7:30:00,2019,주택화재비화,산70-1,영,영덕,병곡,경북,7,월요일,1,6:20:00,2019
361,0.01,7,1,14:30:00,2019,쓰레기소각,산2,평택,지산, ,경기,7,월요일,1,14:00:00,2019
362,0.2,7,1,17:00:00,2019,기타,산21-224,삼봉,남양주,조안,경기,7,월요일,1,14:33:00,2019
363,0.3,7,1,21:00:00,2019,기타,산14,성대,진천,백곡,충북,7,월요일,1,19:05:00,2019
364,0.01,8,1,16:37:00,2019,주택화재비화,산87-1,백봉,괴산,청안,충북,8,화요일,1,14:39:00,2019
365,0.2,8,1,16:55:00,2019,기타,산46,대흥,울진,울진,경북,8,화요일,1,15:05:00,2019
366,0.8,8,1,21:55:00,2019,기타,357-1,양수,양평,양서,경기,8,화요일,1,20:21:00,2019
367,0.01,8,1,23:20:00,2019,쓰레기소각,산150,외율,진주,명석,경남,8,화요일,1,22:08:00,2019
368,0.1,9,1,7:41:00,2019,기타,산43,두호,포항,북,경북,9,수요일,1,5:07:00,2019
369,0.02,9,1,11:59:00,2019,기타,09월 03일,법흥,파주,탄현,경기,9,수요일,1,11:00:00,2019
370,0.03,9,1,16:15:00,2019,입산자실화,산290-3,신천,영주,이산,경북,9,수요일,1,13:35:00,2019
371,0.16,9,1,16:30:00,2019,기타,산1-4,서,공촌, ,인천,9,수요일,1,15:20:00,2019
372,0.1,9,1,18:30:00,2019,입산자실화,산15-1,관,이천,마장,경기,9,수요일,1,16:00:00,2019
373,0.7,10,1,15:45:00,2019,쓰레기소각,산56외,옥도,진도,조도,전남,10,목요일,1,10:18:00,2019
374,0.35,10,1,12:05:00,2019,기타,522-2임,운봉,고성,토성,강원,10,목요일,1,11:17:00,2019
375,0.1,10,1,17:15:00,2019,기타,산187,어지,봉화,법전,경북,10,목요일,1,14:20:00,2019
376,0.4,10,1,18:00:00,2019,입산자실화,산113,하판,합천,삼가,경남,10,목요일,1,14:45:00,2019
377,0.45,12,1,16:40:00,2019,쓰레기소각,500-12임,합강,연동,연동,세종,12,토요일,1,14:53:00,2019
378,0.2,15,1,1:53:00,2019,기타,산26-1,하남,창우, ,경기,15,화요일,1,0:46:00,2019
379,0.01,15,1,14:55:00,2019,기타,산35-4,고죽,보성,율어,전남,15,화요일,1,13:05:00,2019
380,0.01,15,1,21:35:00,2019,담뱃불실화,산95,해운대,반여, ,부산,15,화요일,1,20:55:00,2019
381,0.02,16,1,17:30:00,2019,기타,산26-1,송노,강진,칠량,전남,16,수요일,1,15:06:00,2019
382,0.01,16,1,23:30:00,2019,주택화재비화,산4-8,반지,진주,미천,경남,16,수요일,1,21:15:00,2019
383,0.23,17,1,3:55:00,2019,기타,산13-2,사상,괘법, ,부산,17,목요일,1,1:15:00,2019
384,0.05,17,1,16:30:00,2019,논밭두렁소각,산12-1,홍천,천안,입장,충남,17,목요일,1,15:10:00,2019
385,0.02,17,1,18:20:00,2019,입산자실화,산36,동,화정, ,울산,17,목요일,1,16:15:00,2019
386,0.01,18,1,13:10:00,2019,쓰레기소각,산38-1,유봉,충주,엄정,충북,18,금요일,1,12:42:00,2019
387,0.01,18,1,16:36:00,2019,논밭두렁소각,산23-8,명도,제천,봉양,충북,18,금요일,1,16:02:00,2019
388,0.4,19,1,14:50:00,2019,논밭두렁소각,산270,도곡,영양,일월,경북,19,토요일,1,12:19:00,2019
389,0.03,19,1,23:45:00,2019,기타,산17-1,목계,강릉,왕산,강원,19,토요일,1,22:40:00,2019
390,1.46,20,1,15:00:00,2019,기타,산13,현암,춘천,서,강원,20,일요일,1,12:30:00,2019
391,0.01,20,1,16:00:00,2019,기타,산100-1,내,기장,기장,부산,20,일요일,1,12:54:00,2019
392,0.1,21,1,11:00:00,2019,입산자실화,산131-1,동래,온천, ,부산,21,월요일,1,2:24:00,2019
393,0.02,21,1,13:40:00,2019,기타,산28,중,무수, ,대전,21,월요일,1,13:04:00,2019
394,0.03,21,1,16:59:00,2019,논밭두렁소각,산43-14,신성,순천,해룡,전남,21,월요일,1,15:24:00,2019
395,0.01,21,1,16:20:00,2019,성묘객실화,산51,대덕,와, ,대전,21,월요일,1,15:50:00,2019
396,0.01,22,1,13:30:00,2019,쓰레기소각,산63,와룡,완주,화산,전북,22,화요일,1,12:12:00,2019
397,0.1,22,1,17:15:00,2019,기타,산54,태백,백산, ,강원,22,화요일,1,12:30:00,2019
398,0.04,22,1,15:40:00,2019,기타,713-6,선유,파주,문산,경기,22,화요일,1,14:46:00,2019
399,0.33,23,1,15:00:00,2019,기타,산123-1,율곡,안성,삼죽,경기,23,수요일,1,13:47:00,2019
400,0.03,23,1,20:35:00,2019,기타,산94,사도,구례,마산,전남,23,수요일,1,18:50:00,2019
401,1.2,24,1,0:20:00,2019,기타,산61-5,봉명,완도,고금,전남,23,수요일,1,20:47:00,2019
402,0.01,24,1,6:23:00,2019,기타,산89-6,호신,함양,휴천,경남,24,목요일,1,5:27:00,2019
403,0.5,24,1,8:30:00,2019,기타,산1-1,봉정,의성,다인,경북,24,목요일,1,6:16:00,2019
404,0.06,24,1,15:24:00,2019,입산자실화,산17-2,양백,포항,흥해,경북,24,목요일,1,14:28:00,2019
405,0.08,24,1,16:30:00,2019,주택화재비화,산27-5,장곡,파주,조리,경기,24,목요일,1,15:00:00,2019
406,1,24,1,19:00:00,2019,기타,산175 외 1필,천도,인제,서화,강원,24,목요일,1,15:48:00,2019
407,0.01,24,1,16:46:00,2019,기타,산105-6,방곡,합천,용주,경남,24,목요일,1,16:00:00,2019
408,5,25,1,0:05:00,2019,기타,산51 외 1필,화악,가평,북,경기,24,목요일,1,18:10:00,2019
409,0.1,25,1,19:00:00,2019,쓰레기소각,산9,교평,옥천,청산,충북,25,금요일,1,13:51:00,2019
410,0.3,25,1,16:30:00,2019,기타,산96,가곡,원주,지정,강원,25,금요일,1,15:15:00,2019
411,0.03,25,1,17:30:00,2019,기타,산1,심,창원,구산,경남,25,금요일,1,15:58:00,2019
412,0.1,25,1,17:10:00,2019,기타,산71,평동,제천,백운,충북,25,금요일,1,16:30:00,2019
413,0.01,25,1,20:30:00,2019,기타,산21-1,서,대곡, ,인천,25,금요일,1,19:24:00,2019
414,0.2,26,1,9:00:00,2019,기타,산20-6,송산,칠곡,동명,경북,26,토요일,1,2:57:00,2019
415,0.01,26,1,7:20:00,2019,담뱃불실화,산230-1,중,성안, ,울산,26,토요일,1,6:59:00,2019
416,0.1,26,1,12:50:00,2019,기타,산1-1,송계,제천,한수,충북,26,토요일,1,11:40:00,2019
417,0.03,26,1,14:02:00,2019,기타,산160,길명,포천,일동,경기,26,토요일,1,13:12:00,2019
418,0.02,26,1,15:50:00,2019,쓰레기소각,산97,대안,평택,현덕,경기,26,토요일,1,13:50:00,2019
419,0.05,26,1,15:32:00,2019,기타,산238,운교,평창,방림,강원,26,토요일,1,14:15:00,2019
420,0.1,27,1,4:50:00,2019,담뱃불실화,산33,성남,원주,신림,강원,27,일요일,1,2:58:00,2019
421,0.01,27,1,14:30:00,2019,논밭두렁소각,산77-7,월천,함평,손불,전남,27,일요일,1,12:33:00,2019
422,0.01,27,1,15:30:00,2019,기타,산7,다구,창원,진동,경남,27,일요일,1,13:45:00,2019
423,3.6,28,1,10:30:00,2019,담뱃불실화,산7-1,유포,춘천,신북,강원,27,일요일,1,14:22:00,2019
424,0.01,27,1,15:35:00,2019,쓰레기소각,산40-4,백미,화성,서신,경기,27,일요일,1,14:38:00,2019
425,0.01,27,1,18:00:00,2019,기타,산159-1,금평,통영,사량,경남,27,일요일,1,15:08:00,2019
426,0.1,27,1,16:24:00,2019,쓰레기소각,산76,상곡,군위,군위,경북,27,일요일,1,15:09:00,2019
427,0.2,27,1,19:20:00,2019,주택화재비화,산58-11,황지,연천,군남,경기,27,일요일,1,16:09:00,2019
428,0.07,27,1,16:47:00,2019,기타,317-1,와여,기장,철마,부산,27,일요일,1,16:28:00,2019
429,0.01,27,1,18:10:00,2019,입산자실화,산38-7,송천,익산,웅포,전북,27,일요일,1,17:30:00,2019
430,0.03,27,1,18:20:00,2019,기타,산6-1,서,가정, ,인천,27,일요일,1,17:45:00,2019
431,0.2,27,1,22:40:00,2019,입산자실화,산14,신림,원주,신림,강원,27,일요일,1,18:58:00,2019
432,9.14,28,1,16:05:00,2019,쓰레기소각,산135-1,웅천,기장,철마,부산,28,월요일,1,13:05:00,2019
433,0.02,28,1,14:30:00,2019,기타,산20-1,대덕,읍내, ,대전,28,월요일,1,13:33:00,2019
434,1.45,28,1,21:00:00,2019,어린이불장난,산9-1,구리,교문, ,경기,28,월요일,1,17:12:00,2019
