OCCRR_DTM,OCUR_DYWK,EXTING_DTM,RQRMN_TM,ARA_NM,CTPRV_NM,SGNG_NM,EMNDN_NM,OCCCRR_RI,ARA_LTNMB,CUSE_NM,DMG_AREA,DMG_MONEY,TM_X,TM_Y
2.01303E+11,토,2.01303E+11,217,제주,제주,제주시,월평동,,산85,,,,915024.5416,1494599.425
2.01301E+11,화,2.01301E+11,305,제주,제주,제주시,추자면,대서리,산160,,,,887709.543,1553158.183
1.99201E+11,일,1.99201E+11,240,제주,제주,제주,추자,묵,산19,낚시꾼실화추정,2.5,1200,890730.0091,1551355.177
1.99202E+11,목,1.99202E+11,220,제주,제주,제주,구좌,김녕,산12,입산자실화,15,1500,932534.177,1505483.631
1.99302E+11,토,1.99302E+11,210,제주,제주,제주,조천,북촌,산45,휴경지소각,2,2000,926169.1992,1505689.299
1.99406E+11,일,1.99406E+11,130,제주,제주,제주,한림,금능,산1,논밭두렁소각,0.7,2500,882595.4806,1487706.04
1.9941E+11,수,1.9941E+11,930,제주,제주,제주,추자,묵,산1,논밭두렁소각,15,4500,891171.7616,1551078.037
1.99504E+11,일,1.99504E+11,140,제주,제주,제주,추자,신양,산1,어린이불장난,2.6,8600,892058.2514,1550858.752
1.99601E+11,토,1.99601E+11,20,제주,제주,제주,추자,묵,산1,기타,0.2,20,891171.7616,1551078.037
1.99612E+11,화,1.99612E+11,210,제주,제주,제주,추자,묵,산1,입산자실화,50,4000,891171.7616,1551078.037
1.99701E+11,화,1.99701E+11,330,제주,제주,제주,추자,묵,산53,용접중실화,1.7,1000,890338.0806,1551611.52
1.99709E+11,월,1.99709E+11,230,제주,제주,제주,한림,월림,산9-62,밭두렁소각,1.5,240,883550.3747,1485168.674
1.99706E+11,수,1.99706E+11,615,제주,제주,제주,한림,협재,산1-6,미상,3.3,2300,882045.1125,1491616.228
1.99709E+11,월,1.99709E+11,25,제주,제주,제주,한림,협재,산99-1,담뱃불실화추정,0.1,100,881747.9742,1491576.614
1.99802E+11,월,1.99802E+11,35,제주,제주,제주,조천,선흘,산1,쓰레기소각,0.7,6300,925077.1517,1503672.763
2.00004E+11,월,2.00004E+11,25,제주,제주,제주,구좌,김녕,산12,담뱃불실화추정,0.16,229,932534.177,1505483.631
2.00003E+11,토,2.00003E+11,155,제주,제주,제주,추자,신양,산18,논밭두렁소각,0.5,191,892754.3259,1551073.64
1.99809E+11,수,1.99809E+11,125,제주,제주,제주,한경,용수,산47,성묘객실화,1,240,875942.8972,1480669.752
1.99903E+11,월,1.99903E+11,130,제주,제주,제주,우도,연평,산15,담뱃불실화추정,1,300,950238.5842,1500381.766
1.99903E+11,화,1.99903E+11,330,제주,제주,제주,추자,대서,산132-1,휴경지소각부주의,2,2500,892472.1226,1558151.987
2.00002E+11,목,2.00002E+11,125,제주,제주,제주,조천,북촌,산36,입산자실화추정,0.3,867,926093.9898,1504811.199
1.99301E+11,화,1.99301E+11,40,제주,제주,서귀포,색달,,산56,논밭두렁소각,3,2200,898072.1679,1479535.782
1.99504E+11,일,1.99504E+11,200,제주,제주,서귀포,강정,,산1,쓰레기소각,1.5,8181,906679.3382,1471436.542
1.9961E+11,금,1.9961E+11,140,제주,제주,서귀포,동홍,,산1,기타,3762,12594,910637.2085,1480860.205
1.99703E+11,화,1.99703E+11,40,제주,제주,서귀포,남원,위미,산26,쓰레기소각,0.2,30,919155.9477,1482899.507
1.99704E+11,수,1.99704E+11,215,제주,제주,서귀포,안덕,광평,산6,담뱃불실화추정,1,100,897428.0499,1483182.575
1.99706E+11,수,1.99706E+11,40,제주,제주,서귀포,안덕,창천,산1,폐비닐소각,1,100,894630.2497,1474310.789
1.99803E+11,일,1.99803E+11,200,제주,제주,서귀포,중문,,산7,농산폐기물소각,3,2400,901467.7817,1480111.807
2.00002E+11,일,2.00002E+11,1600,제주,제주,서귀포,보목,,산1,낚시꾼실화추정,0.4,200,916071.6091,1471347.39
2.00102E+11,월,2.00102E+11,115,제주,제주,서귀포,색달,,산52,농산폐기물소각,0.5,30,899548.5895,1478441.354
2.00803E+11,일,2.00803E+11,251,제주,제주,제주,조천,북촌,산41-2,쓰레기소각추정,2,800,926238.518,1504928.127
2.01204E+11,화,2.01204E+11,152,제주,제주,제주,애월읍,광령리,산183-6,담뱃불실화,0.5,0,892741.4116,1497603.835
