OCCRR_DTM	OCUR_DYWK	EXTING_DTM	RQRMN_TM	ARA_NM	CTPRV_NM	SGNG_NM	EMNDN_NM	OCCCRR_RI	ARA_LTNMB	CUSE_NM	DMG_AREA	DMG_MONEY	TM_X	TM_Y
1.99204E+11	목	1.99204E+11	120	경기	경기	의정부	녹양		산63-4	입산자실화	1.2	90	957303.8713	1974065.745
1.99404E+11	화	1.99404E+11	105	경기	경기	의정부	가능		산66-1	열차승객담배불실화	2	120	956367.4279	1971104.936
1.99404E+11	월	1.99404E+11	45	경기	경기	의정부	자일		산55-1	입산자실화	0.6	15	965914.5439	1974852.769
1.99504E+11	일	1.99504E+11	40	경기	경기	의정부	장암		산81	어린이불장난추정	0.8	50	960634.214	1967742.082
1.99505E+11	목	1.99505E+11	45	경기	경기	의정부	신곡		산39-1	농산부산물소각	0.8	150	962234.5219	1971201.885
2.00104E+11	토	2.00104E+11	250	경기	경기	의정부	녹양		산4-1	입산자실화추정	1.2	2923	960060.5444	1973319.61
2.00104E+11	목	2.00104E+11	115	경기	경기	광명	소하		산51-1	담뱃불실화	1	2698	944380.7367	1938538.1
1.99304E+11	월	1.99304E+11	100	경기	경기	평택	진위	봉남	산5	논밭두렁소각	1	250	964204.1948	1900536.084
1.99403E+11	수	1.99403E+11	40	경기	경기	평택	안중	덕우	산13-1	입산자실화추정	2	400	949603.4372	1890464.382
1.99405E+11	월	1.99405E+11	135	경기	경기	평택	도일		산145	논밭두렁소각	1	500	964120.2541	1896544.229
1.99502E+11	목	1.99502E+11	50	경기	경기	평택	죽백		산136-1	밭두렁소각	0.4	50	966282.4213	1889302.111
1.99504E+11	월	1.99504E+11	142	경기	경기	평택	도일		산18-1	논두렁소각	1.3	3000	966821.1217	1895255.689
1.99504E+11	목	1.99504E+11	100	경기	경기	평택	지산		산167	담배불실화추정	0.5	300	961580.3013	1897720.922
1.99603E+11	월	1.99603E+11	100	경기	경기	평택	팽성	노양	산18-2	입산자실화	0.1	30	954861.7959	1882142.482
2.00103E+11	수	2.00103E+11	110	경기	경기	평택	안중	용성	산136	논두렁소각	0.7	350	950309.5136	1890062.609
2.00003E+11	월	2.00003E+11	1240	경기	경기	평택	진위	마산	산56-1	쓰레기소각	20	49276	964143.8107	1898596.677
2.00004E+11	수	2.00004E+11	315	경기	경기	평택	도일		산176	성묘객실화	3	8453	965642.1613	1894377.376
1.99203E+11	목	1.99203E+11	215	경기	경기	동두천	동두천		산48-3	논밭두렁소각	1.5	1000	961338.4916	1992423.723
1.99304E+11	화	1.99304E+11	150	경기	경기	동두천	안흥		산21	입산자실화	1.5	100	958802.4242	1993555.181
1.99404E+11	화	1.99404E+11	120	경기	경기	동두천	송내		산116	열차승객담배불실화	1.5	35	961543.5339	1985743.991
1.99502E+11	금	1.99502E+11	33	경기	경기	동두천	하봉암		산119-2	잡초소각	0.9	0	960672.2585	1995502.118
1.99504E+11	월	1.99504E+11	105	경기	경기	동두천	탑동		산1	농산부산물소각	0.7	1105	967956.0112	1989865.43
1.99704E+11	수	1.99704E+11	125	경기	경기	동두천	동두천		산2	입산자실화추정	0.9	0	962411.1785	1993313.228
1.99802E+11	수	1.99802E+11	1550	경기	경기	동두천	걸산		산53	사격훈련	3.6	0	965125.4272	1993132.665
2.00304E+11	금	2.00304E+11	350	경기	경기	동두천	걸산		산56	군사격훈련	1	200	965657.446	1992371.464
1.99206E+11	월	1.99206E+11	30	북부	경기	과천	주암		산11-1	무속행위추정	0.03	0	958648.6763	1939807.725
1.99404E+11	토	1.99404E+11	110	경기	경기	과천	과천		산81-1	입산자실화	0.3	0	955486.4407	1939471.948
2.00204E+11	화	2.00204E+11	40	경기	경기	과천	문원		산16-2	성묘객실화	0.16	1200	956422.1094	1936617.869
2.00011E+11	목	2.00011E+11	30	경기	경기	과천	막계		산산35	입산자실화추정	0.01	0	958984.277	1936464.91
2.00204E+11	금	2.00204E+11	50	경기	경기	구리	인창		산12-31	주택화	0.5	1370	967263.755	1956113.551
2.00003E+11	금	2.00003E+11	45	경기	경기	구리	아천		산49-1	자살기도추정	0.3	0	965112.361	1951362.658
2.01312E+11	금	2.01312E+11	335	경기	경기	남양주시	능내동		산7-1				980530.4457	1947868.67
1.99104E+11	화	1.99104E+11	30	임연	경기	남양주	진접	장현	산101-3	입산자실화	0.1	0	971532.758	1968043.065
1.99104E+11	토	1.99104E+11	210	경기	경기	남양주	와부	월문	산110-1	입산자실화	1.5	100	978705.6083	1956998.548
