OCCRR_DTM,OCUR_DYWK,EXTING_DTM,RQRMN_TM,ARA_NM,CTPRV_NM,SGNG_NM,EMNDN_NM,OCCCRR_RI,ARA_LTNMB,CUSE_NM,DMG_AREA,DMG_MONEY,TM_X,TM_Y
199103171440,일,199103171540,0100,부산,부산,서,동대신,,산1-1,입산자실화,0.07,10,1138806.74590211,1682953.67821491
199104031440,수,199104031530,0050,부산,부산,서,남부민,,산16-1,입산자실화,0.05,25,1138540.20425022,1677952.47445219
199104071915,일,199104072120,0205,부산,부산,서,동대신3,,산1-1,입산자실화,0.5,54,1138806.74590211,1682953.67821491
199401152220,토,199401152255,0035,부산,부산,서,남부민,,산16-1,입산자실화,0.16,12,1138540.20425022,1677952.47445219
199512020910,토,199512020940,0030,부산,부산,서,서대신3,,산37,입산자실화추정,0.5,5,1136927.97895585,1681223.9994851
199604121130,금,199604121245,0115,부산,부산,서,서대신3,,산36,입산자실화,7,2200,1137161.85658808,1681378.44738066
199604101545,수,199604101710,0125,부산,부산,서,서대신3,,산35-9,기타,0.5,3,1137320.70064953,1681261.29846944
200104200530,금,200104200630,0100,부산,부산,서,초장,,산14-2,입산자실화추정,0.12,1500,1138077.925188,1678715.39656182
200002182329,금,200002190057,0128,부산,부산,서,서대신2,,산5-1,입산자실화추정,0.16,100,1137301.9577235,1680451.74207192
200812111520,목,200812111625,0105,부산,부산,서,암남,,산103,쓰레기소각추정,0.1,150,1137801.79598389,1675866.12440262
201311240409,일,201311240800,0351,부산,부산,동구,범일동,,산65-60,담뱃불실화 추정,,,1140627.12499137,1684396.51513449
199602071600,수,199602071640,0040,부산,부산,동,수정,,산17-1,입산자실화,0.05,10,1140166.38170166,1683522.56522703
199602222140,목,199602230005,0225,부산,부산,동,초량,,산29,논밭두렁소각,3.5,220,1139203.41484677,1682371.06756229
200105101250,목,200105101330,0040,부산,부산,동,범일,,산65-121,입산자실화추정,0.09,141,1140558.29938026,1684074.63511325
201308100557,토,201308100800,0203,부산,부산,영도구,봉래5가,,산8,,,,1141503.57422803,1678675.54019442
199503191620,일,199503191805,0145,부산,부산,영도,동삼,,산149-5,입산자실화추정,1,150,1141849.88058151,1676859.56853537
199602251605,일,199602260800,1555,부산,부산,영도,동삼,,산1-1,입산자실화,1.1,360,1145290.19803574,1677202.36283363
199702190530,수,199702190740,0210,부산,부산,영도,동삼,,산149-5,입산자실화추정,0.26,8,1141849.88058151,1676859.56853537
199706191415,목,199706191800,0345,부산,부산,영도,동삼,,산1-1,낚시꾼실화,0.01,0,1145290.19803574,1677202.36283363
199802030430,화,199802030500,0030,부산,부산,영도,청학,,산2-11,입산자실화,0.06,60,1142993.62547288,1678629.39261681
200312252139,목,200312252315,0136,부산,부산,영도,신선2,,산1-1,입산자실화,0.33,300,1141411.80531823,1678036.19399038
199904051130,월,199904051210,0040,부산,부산,영도,동삼,,산29-1,낚시꾼실화추정,0.03,1,1144788.26443651,1674621.88287446
199911260258,금,199911260526,0228,부산,부산,영도,동삼,,산33-1,입산자실화추정,0.23,740,1143009.28721942,1675433.10460472
200102150325,목,200102150430,0105,부산,부산,영도,동삼,,산132-1,담뱃불실화추정,0.16,430,1143521.93532185,1677279.53429547
199401011240,토,199401011310,0030,부산,부산,부산진,당감,,산38-5,입산자실화추정,0.23,45,1139387.11163614,1686633.92545683
199304171210,토,199304171630,0420,부산,부산,부산진,전포,,산7,입산자실화,15.1,1700,1143587.11282869,1686506.66995516
199304261527,월,199304261650,0123,부산,부산,부산진,범천,,산44-13,미상,3,450,1140657.14314135,1684645.28706867
199503051450,일,199503051542,0052,부산,부산,부산진,당감,,산34,입산자실화추정,0.13,20,1138160.5619911,1687390.88855484
200103292015,목,200103292055,0040,부산,부산,부산진,초읍,,산128,담뱃불실화추정,0.02,120,1140407.31363971,1688133.34973239
200203130147,수,200203130250,0103,부산,부산,부산진,부암,,산61-1,입산자실화추정,0.07,178,1140393.02043785,1687492.77928379
200104080420,일,200104080543,0123,부산,부산,부산진,개금,,산63-1,입산자실화추정,0.02,43,1138225.34462082,1683691.88191418
200112220350,토,200112220430,0040,부산,부산,부산진,초읍,,산131,담뱃불실화추정,0.16,500,1140486.65190449,1687667.1994479
200112241107,월,200112241319,0212,부산,부산,부산진,당감,,산34,입산자실화추정,0.18,540,1138160.5619911,1687390.88855484
200012060221,수,200012060430,0209,부산,부산,부산진,전포,,산5,입산자실화추정,5,12000,1143694.67046309,1686333.068436
199811172230,화,199811180000,0130,부산,부산,부산진,범천,,산41-1,입산자실화추정,0.15,150,1140716.54504679,1684798.92851635
200101010450,월,200101010705,0215,부산,부산,부산진,당감,,산38-34,입산자실화추정,0.6,1440,1138472.82510673,1686778.01940278
200103100239,토,200103100355,0116,부산,부산,부산진,초읍,,산129,담뱃불실화추정,0.06,160,1140044.94890768,1688102.66235346
201303161549,토,201303161600,0011,부산,부산,동래,명장,,산103-3,어린이불장난,,,1145035.5187125,1692123.50045202
199312261935,일,199312262100,0125,부산,부산,동래,온천,,산109-1,입산자실화,0.2,20,1142642.34165336,1692401.37225716
199304241920,토,199304241955,0035,부산,부산,동래,사직,,산105,미상,0.1,35,1141349.33135877,1690408.4887988
199701180350,토,199701180450,0100,부산,부산,동래,온천,,산96-1,입산자실화추정,0.17,150,1142313.28815703,1692351.15605044
200106130338,수,200106130442,0104,부산,부산,동래,명장,,산99-2,입산자실화추정,0.07,270,1145445.63240711,1691895.44249823
200104211443,토,200104211520,0037,부산,부산,동래,온천,,산202-2,담뱃불실화추정,0.03,88,1142141.39462801,1691229.30953198
199101292120,화,199101300000,0240,부산,부산,남,대연,,산1-1,정신이상자실화,3,250,1145123.03667184,1685775.19824698
199101300410,수,199101300730,0320,부산,부산,남,대연,,산53-1,입산자실화,0.5,100,1144286.07200596,1685710.9093388
199103161630,토,199103162030,0400,부산,부산,남,문현,,산22-2,방화추정,3,400,1143298.85596229,1684866.65000464
199202181840,화,199202182025,0145,부산,부산,남,용호,,산86-1,입산자실화,0.3,120,1146383.68338972,1680464.02616831
199302042125,목,199302042315,0150,부산,부산,남,대연,,산54,미상,1,50,1144089.88519799,1685487.97459695
199303232240,화,199303240050,0210,부산,부산,남,대연,,산1-1,입산자실화,2.3,260,1145123.03667184,1685775.19824698
199412051010,월,199412051530,0520,부산,부산,남,대연,,산61-1,입산자실화,2.7,800,1144394.49159541,1684273.07805775
199503081045,수,199503081215,0130,부산,부산,남,문현,,산19-1,입산자실화추정,0.8,225,1143696.58240567,1684964.22923611
199503190605,일,199503190645,0040,부산,부산,남,문현,,산1,입산자실화추정,0.05,24,1144245.97110402,1684796.35210325
199602102345,토,199602110211,0226,부산,부산,남,용호,,산24,논밭두렁소각,3,385,1147544.21954368,1682112.57242209
199602110650,일,199602110740,0050,부산,부산,남,대연,,산7,기타,4.8,6580,1145835.46182757,1684802.78374171
199602111320,일,199602111730,0410,부산,부산,남,대연,,산53-19,입산자실화,3,300,1144636.27634824,1685741.48574529
