OCCRR_DTM	OCUR_DYWK	EXTING_DTM	RQRMN_TM	ARA_NM	CTPRV_NM	SGNG_NM	EMNDN_NM	OCCCRR_RI	ARA_LTNMB	CUSE_NM	DMG_AREA	DMG_MONEY	TM_X	TM_Y
2.01302E+11	일	2.01302E+11	100	광주	광주	동구	운림동		산238	입산자실화			951712.1903	1680275.047
2.01305E+11	수	2.01305E+11	100	광주	광주	동구	운림동		산94	입산자실화			950993.5567	1682296.506
2.01302E+11	월	2.01302E+11	14	광주	광주	동	운림		산390				950492.1596	1682453.236
1.99104E+11	수	1.99104E+11	55	광주	광주	동	소태		산219-1	어린이불장난	1	35	948716.6181	1680628.836
1.99304E+11	월	1.99304E+11	125	광주	광주	동	소태		산216-1	어린이불장난	1.2	595	948773.9679	1680730.832
1.99203E+11	토	1.99203E+11	40	광주	광주	동	운림		산10-1	입산자실화	1.2	100	949535.7273	1682188.388
1.99502E+11	수	1.99502E+11	220	광주	광주	동	운림		산1	입산자실화추정	1.4	130	949107.7321	1682466.315
1.99604E+11	월	1.99604E+11	110	광주	광주	동	소태		산190	입산자실화	1.5	72	949643.4782	1679842.093
1.99604E+11	일	1.99604E+11	50	광주	광주	동	운림		산2-1	기타	1.5	500	949525.8213	1682659.785
1.99703E+11	월	1.99703E+11	45	광주	광주	동	소태		산256	입산자실화추정	0.5	4	949178.9039	1679181.299
1.99704E+11	화	1.99704E+11	45	광주	광주	동	소태		산8	입산자실화추정	0.6	16	948703.0484	1681615.841
1.99703E+11	일	1.99703E+11	50	광주	광주	동	소태		산82	입산자실화추정	0.5	5	949928.3431	1680557.673
1.99802E+11	화	1.99802E+11	120	광주	광주	동	학		산101-1	입산자실화	0.8	50	948558.3326	1682154.833
2.00203E+11	수	2.00203E+11	30	광주	광주	동	운림		산143-1	농산부산물소각	0.8	300	952276.4058	1681500.145
2.00203E+11	토	2.00203E+11	35	광주	광주	동	소태		산247	담뱃불실화추정	0.2	240	949004.8605	1680283.954
2.00104E+11	일	2.00104E+11	50	광주	광주	동	지산		산21	담뱃불실화추정	0.7	466	949136.8505	1684065.194
2.00104E+11	화	2.00104E+11	30	광주	광주	동	학		산68	어린이불장난	0.16	100	948745.6299	1682894.992
1.99903E+11	화	1.99903E+11	30	광주	광주	동	소태		산154	입산자실화추정	0.1	0	950229.9299	1679766.804
1.99903E+11	수	1.99903E+11	35	광주	광주	동	학		산112-3	입산자실화추정	0.1	0	948382.3442	1682372.208
2.00003E+11	수	2.00003E+11	50	광주	광주	동	지산		산94	입산자실화추정	0.3	730	949316.5942	1683467.226
1.99812E+11	수	1.99812E+11	35	광주	광주	동	소태		산259	입산자실화추정	0.2	0	948748.9242	1681801.782
