OCCRR_DTM	OCUR_DYWK	EXTING_DTM	RQRMN_TM	ARA_NM	CTPRV_NM	SGNG_NM	EMNDN_NM	OCCCRR_RI	ARA_LTNMB	CUSE_NM	DMG_AREA	DMG_MONEY	TM_X	TM_Y
1.99103E+11	일	1.99103E+11	140	대구	대구	동	각산		산64	입산자실화	1.2	40	1109523.75	1766794.049
1.9911E+11	목	1.9911E+11	140	대구	대구	동	지묘		산1	입산자실화	0.15	10	1103141.884	1774747.458
1.99112E+11	목	1.99112E+11	230	대구	대구	동	용수		산15	입산자실화	2.5	70	1106692.818	1777844.779
1.99104E+11	화	1.99104E+11	45	대구	대구	동	미대		산18	입산자실화	0.8	30	1105693.094	1774671.941
1.99105E+11	화	1.99105E+11	205	대구	대구	동	평광		산4	입산자실화	1.2	30	1111204.345	1771227.603
1.99211E+11	월	1.99211E+11	110	대구	대구	동	매여		산1	입산자실화	0.03	20	1112063.086	1769879.362
1.99302E+11	금	1.99302E+11	112	대구	대구	동	검사		산8	미상	1.2	30	1105128.754	1767583.508
1.99304E+11	토	1.99304E+11	335	대구	대구	동	동내		산1	입산자실화	1.5	25	1111951.345	1768165.902
1.99304E+11	월	1.99304E+11	115	대구	대구	동	미곡		산44	입산자실화	0.5	10	1106033.52	1774255.559
1.99412E+11	토	1.99412E+11	1135	대구	대구	동	도학		산124-1	무속행위	6	2000	1108562.284	1778851.41
1.99409E+11	목	1.99409E+11	50	대구	대구	동	덕곡		산70-1	벌집소각	0.07	100	1101124.289	1776692.002
1.99409E+11	목	1.99409E+11	47	대구	대구	동	각산		산30	입산자실화	0.33	2800	1110006.207	1766727.862
1.99409E+11	금	1.99409E+11	450	대구	대구	동	각산		산28	정신이상자실화	1	0	1110265.648	1767165.69
1.99409E+11	일	1.99409E+11	1220	대구	대구	동	상매		산66-1	입산자실화	0.67	60	1109315.447	1767732.75
1.9941E+11	토	1.9941E+11	1345	대구	대구	동	지묘		산130-1	입산자실화추정	4	200	1101947.412	1773884.797
1.9941E+11	토	1.9941E+11	130	대구	대구	동	신무		산27-2	담배불실화	0.05	0	1106261.947	1777934.885
1.99504E+11	일	1.99504E+11	741	대구	대구	동	능성		산116	입산자실화추정	22	3500	1110829.324	1775509.13
1.99504E+11	수	1.99504E+11	230	대구	대구	동	상매		산91	성묘객실화	0.8	50	1108919.245	1766901.284
1.99504E+11	목	1.99504E+11	110	대구	대구	동	중대		산1-1	입산자실화추정	0.16	10	1102837.454	1779220.389
