OCCRR_DTM,OCUR_DYWK,EXTING_DTM,RQRMN_TM,ARA_NM,CTPRV_NM,SGNG_NM,EMNDN_NM,OCCCRR_RI,ARA_LTNMB,CUSE_NM,DMG_AREA,DMG_MONEY,TM_X,TM_Y
199503051425,일,199503051620,0155,울산,울산,중,다운,,산23,건물화재,1,100,1160240.32104105,1733417.17567913
199507311530,월,199507311610,0040,울산,울산,중,복산,,산2,논두렁소각,0.03,0,1165760.86653438,1731818.89310721
200103271320,화,200103271338,0018,울산,울산,중,약사,,산53,담뱃불실화추정,0.05,135,1166074.86841623,1732749.35426893
200103311205,토,200103311242,0037,울산,울산,중,다운,,산138-1,담뱃불실화추정,0.2,592,1160873.14986708,1730809.38925776
200104011210,일,200104011235,0025,울산,울산,중,약사,,산62,담뱃불실화추정,0.03,89,1165868.20681452,1732470.04008885
200211291500,금,200211291542,0042,울산,울산,중,성안,,산264-3,입산자실화추정,0.6,1800,1163134.7696684,1733957.44610314
200104061230,금,200104061311,0041,울산,울산,중,다운,,산128-9,담뱃불실화추정,0.1,269,1160551.83102296,1731443.47193724
200303201055,목,200303201120,0025,울산,울산,중,다운,,산179-4,입산자실화추정,0.02,0,1159897.25643636,1731733.27683568
200202061955,수,200202062040,0045,울산,울산,중,성안,,산135,입산자실화추정,0.3,809,1164838.77746744,1731812.23866174
200104221155,일,200104221215,0020,울산,울산,중,성안,,산139,입산자실화추정,0.07,178,1164751.79375347,1731995.44653798
200004171335,월,200004171630,0255,울산,울산,중,유곡,,산18,입산자실화추정,6,14783,1163070.59038954,1732255.49677623
199912230640,목,199912230800,0120,울산,울산,중,유곡,,산83,입산자실화추정,0.4,1038,1162456.48839523,1731768.64515362
200001312140,월,200001312250,0110,울산,울산,중,다운,,산179-1,입산자실화추정,0.5,1232,1159872.60169783,1731827.24560786
199207081430,수,199207081600,0130,울산,울산,남,선암,,산100-1,입산자실화,2,200,1165637.1658257,1726168.9363177
199402161410,수,199402161420,0010,울산,울산,남,야음,,산56,어린이불장,0.2,3,1167069.71400617,1726844.19095633
199504012150,토,199504012340,0150,울산,울산,남,고사,,산135-1,입산자실화추정,10,39858,1167915.20580802,1723455.29823805
199604071315,일,199604071425,0110,울산,울산,남,선암,,산67-3,입산자실화,0.08,0,1167088.47506176,1724832.44271384
199701251540,토,199701251810,0230,울산,울산,남,용연,,산78-1,전기누전,80,57430,1168955.84255971,1723312.07879652
199703031200,월,199703031345,0145,울산,울산,남,상개,,산22-1,쓰레기소각,3,3000,1165587.52102561,1724905.2108667
199803092200,월,199803092235,0035,울산,울산,남,신정,,산86-14,입산자실화,0.2,50,1163586.99667924,1728942.70183815
199801250605,일,199801250820,0215,울산,울산,남,용연,,산96,입산자실화추정,25,60000,1168076.53453643,1723112.70638202
200304141405,월,200304141450,0045,울산,울산,남,선암,,산169-2,입산자실화추정,0.5,1391,1164972.07509548,1725537.04152817
200104231450,월,200104231510,0020,울산,울산,남,두왕,,산146-7,입산자실화추정,0.05,310,1163341.19513346,1723971.86964639
200104270820,금,200104270915,0055,울산,울산,남,두왕,,산102,입산자실화추정,0.5,3100,1162288.97341383,1725478.57023967
200104041425,수,200104041445,0020,울산,울산,남,옥,,산122,입산자실화추정,0.01,0,1160718.46290135,1727901.63456863
200104201035,금,200104201105,0030,울산,울산,남,선암,,산184,입산자실화추정,0.02,124,1164650.85457792,1725531.66944697
200002211420,월,200002211620,0200,울산,울산,남,고사,,산11-9,입산자실화추정,8,4927,1169183.99498938,1723683.49253148
201302151320,금,201302151400,0040,울산,울산,동구,서부동,,산257-59,어린이불장난,,,1175018.77146326,1727828.99233363
199103312210,일,199104010150,0340,울산,울산,동,화정,,산80,입산자실화,8.4,1400,1173720.63497909,1724892.46337415
199105051230,일,199105051500,0230,울산,울산,동,전하,,산170,입산자실화,2,250,1173333.35880052,1726465.5901814
199304272150,화,199304272215,0025,울산,울산,동,전하,,산173,입산자실화,0.2,20,1173203.46092549,1726424.30482586
199412241055,토,199412241212,0117,울산,울산,동,동부,,산1,방화추정,1.5,70,1175690.08591321,1731839.60598853
199501010755,일,199501011035,0240,울산,울산,동,미포,,산27,방화추정,3,150,1175907.16996557,1728825.30166042
199501011500,일,199501011520,0020,울산,울산,동,주전,,산141,입산자실화추정,0.6,50,1176781.84176851,1730929.27889089
199512171540,일,199512171720,0140,울산,울산,동,동부,,산121-1,입산자실화추정,1.9,100,1174269.35625706,1729492.48453364
199803151400,일,199803151700,0300,울산,울산,동,주전,,산193,입산자실화,2.5,1200,1176492.9333091,1729318.79460677
199710271020,월,199710271055,0035,울산,울산,동,서부,,산137-1,등산객담뱃불실화,0.1,20,1174251.75781791,1727728.60935855
200312281831,일,200312282040,0209,울산,울산,동,미포,,산20,입산자실화,1,761,1176251.77610664,1728902.88153579
200104191300,목,200104191440,0140,울산,울산,동,서부,,산32,입산자실화추정,2,4927,1173779.3139358,1729249.46308653
200001311405,월,200001311450,0045,울산,울산,동,동부,,산121-1,어린이불장난,0.5,1232,1174269.35625706,1729492.48453364
199901072010,목,199901072205,0155,울산,울산,동,동부,,산148,방화추정,0.7,500,1174843.64551306,1729668.07659532
199901112035,월,199901120030,0355,울산,울산,동,동부,,산164-2,방화추정,5.5,5000,1175132.38392136,1729648.59820033
200812071555,일,200812071650,0055,울산,울산,동,미포,,산122,방화추정,0.06,423,1175667.58282439,1728482.40374348
201303091418,토,201303091810,0352,울산,울산,북구,시례동,,산116,성묘객실화,,,1166138.77172,1735603.38917212
201304051506,금,201304051540,0034,울산,울산,북구,달천동,,산85-3,논두렁소각,,,1163163.44857733,1737821.52697073
201305060912,월,201305061012,0100,울산,울산,북구,대안동,,산195,입산자실화,,,1170675.85876457,1742570.1131346
199101131340,일,199101141455,1930,울산,울산,북,염포,,산79-1,공사장 모닥불,14,1260,1171626.22344248,1728547.47232768
199104051225,금,199104051340,0115,울산,울산,북,가대,,산190,성묘객실화,2,240,1162550.47027987,1734897.04557605
199205201345,수,199205201600,0215,울산,울산,북,중산,,산127,농산부산물소각,2,200,1167419.79501613,1741807.04367962
199303041440,목,199303041600,0120,울산,울산,북,중산,,산94,입산자실화,1.2,50,1167778.74114404,1741951.36833152
199412291100,목,199412291220,0120,울산,울산,북,중산,,산132,입산자실화,0.3,0,1167497.9123857,1741932.49947919
199410051300,수,199410051445,0145,울산,울산,북,중산,,산118,경작지소각,0.5,150,1166961.32697451,1740770.45127617
199502221310,수,199502221420,0110,울산,울산,북,양정,,산15-1,쓰레기소각,0.2,10,1172356.66393801,1730989.88025061
