OCCRR_DTM,OCUR_DYWK,EXTING_DTM,RQRMN_TM,ARA_NM,CTPRV_NM,SGNG_NM,EMNDN_NM,OCCCRR_RI,ARA_LTNMB,CUSE_NM,DMG_AREA,DMG_MONEY,TM_X,TM_Y
201302170730,일,201302170830,0100,광주,광주,동구,운림동,,산238,입산자실화,,,951712.190301475,1680275.04653535
201305081550,수,201305071650,0100,광주,광주,동구,운림동,,산94,입산자실화,,,950993.556711478,1682296.50558186
201302241408,월,201302241422,0014,광주,광주,동,운림,,산390,,,,950492.159552494,1682453.23563697
199104031615,수,199104031710,0055,광주,광주,동,소태,,산219-1,어린이불장난,1,35,948716.618086168,1680628.83610351
199304051505,월,199304051630,0125,광주,광주,동,소태,,산216-1,어린이불장난,1.2,595,948773.967949211,1680730.83180996
199203141320,토,199203141400,0040,광주,광주,동,운림,,산10-1,입산자실화,1.2,100,949535.72733565,1682188.38844694
199502010520,수,199502010740,0220,광주,광주,동,운림,,산1,입산자실화추정,1.4,130,949107.732131289,1682466.31476937
199604221610,월,199604221720,0110,광주,광주,동,소태,,산190,입산자실화,1.5,72,949643.478206765,1679842.09270138
199604071850,일,199604071940,0050,광주,광주,동,운림,,산2-1,기타,1.5,500,949525.821292202,1682659.78519929
199703311345,월,199703311430,0045,광주,광주,동,소태,,산256,입산자실화추정,0.5,4,949178.903891865,1679181.29877392
199704011515,화,199704011600,0045,광주,광주,동,소태,,산8,입산자실화추정,0.6,16,948703.048446147,1681615.84137042
199703301350,일,199703301440,0050,광주,광주,동,소태,,산82,입산자실화추정,0.5,5,949928.343071006,1680557.67290939
199802171240,화,199802171400,0120,광주,광주,동,학,,산101-1,입산자실화,0.8,50,948558.33259199,1682154.83280688
200203131630,수,200203131700,0030,광주,광주,동,운림,,산143-1,농산부산물소각,0.8,300,952276.405761192,1681500.14467171
200203161410,토,200203161445,0035,광주,광주,동,소태,,산247,담뱃불실화추정,0.2,240,949004.860546128,1680283.95420184
200104081430,일,200104081520,0050,광주,광주,동,지산,,산21,담뱃불실화추정,0.7,466,949136.850481464,1684065.19430068
200104171550,화,200104171620,0030,광주,광주,동,학,,산68,어린이불장난,0.16,100,948745.629859833,1682894.99167285
199903231605,화,199903231635,0030,광주,광주,동,소태,,산154,입산자실화추정,0.1,0,950229.929854176,1679766.8038039
199903312220,수,199903312255,0035,광주,광주,동,학,,산112-3,입산자실화추정,0.1,0,948382.344220084,1682372.20776838
200003221355,수,200003221445,0050,광주,광주,동,지산,,산94,입산자실화추정,0.3,730,949316.594221509,1683467.22587198
199812231525,수,199812231600,0035,광주,광주,동,소태,,산259,입산자실화추정,0.2,0,948748.924201402,1681801.78180855
200102151340,목,200102151410,0030,광주,광주,동,소태,,산278,어린이불장난추정,0.3,200,949036.22482215,1681902.86755994
200002251240,금,200002251415,0135,광주,광주,동,산수,,산48,하우스화재,0.5,1231,949404.079860303,1684955.76288879
199601291620,월,199601291700,0040,광주,광주,서,풍암,,산46,논밭두렁소각,4,400,944206.152959313,1680947.75497986
200206071500,금,200206071540,0040,광주,광주,서,세하,,산43-4,입산자실화추정,0.5,150,939389.705395794,1681651.83003724
199204201555,월,199204201800,0205,광주,광주,남,원산,,산59-7,논밭두렁소각,2.5,160,940679.034231585,1676678.41852611
199503081400,수,199503081600,0200,광주,광주,남,노대,,산1,입산자실화추정,1.2,309,945352.433458113,1678957.49374156
199504011520,토,199504011650,0130,광주,광주,남,진월,,산1,입산자실화추정,0.9,340,945192.183737966,1681204.76219747
199504071230,금,199504071345,0115,광주,광주,남,노대,,산146,입산자실화추정,1.3,420,946240.550773489,1677727.76185956
199504071640,금,199504071715,0035,광주,광주,남,노대,,산76,입산자실화추정,0.5,0,946287.588333232,1677937.98960992
199601271630,토,199601271725,0055,광주,광주,남,노대,,산1,입산자실화,2,300,945352.433458113,1678957.49374156
199602191710,월,199602191750,0040,광주,광주,남,송하,,산83-7,어린이불장난,4,1350,943986.435144876,1679713.60174012
200312252235,목,200312252320,0045,광주,광주,남,덕남,,산142-2,입산자실화,0.1,0,944559.548485406,1677159.94499416
200104281020,토,200104281110,0050,광주,광주,남,이장,,산9,입산자실화추정,0.5,1000,941889.342701173,1678012.40842299
200211231345,토,200211231410,0025,광주,광주,남,양과,,산37-2,입산자실화추정,0.1,0,942507.458751167,1677585.49072856
200203171550,일,200203171620,0030,광주,광주,남,양과,,산37,입산자실화추정,0.5,500,942596.388633732,1677551.1963639
200204031210,수,200204031350,0140,광주,광주,남,원산,,산21,입산자실화추정,0.5,500,940659.504106822,1679029.06208027
201303061338,수,201303061552,0214,광주,광주,북구,장등동,,산15-1,농산폐기물소각,,,948641.674488459,1691283.2228088
201303091322,토,201303091415,0053,광주,광주,북구,청풍동,,산704,밭두렁소각,,,951529.567241994,1686875.56726017
199202201720,목,199202201800,0040,광주,광주,북,두암,,산75-1,입산자실화,0.3,2,949069.129867542,1686443.99107281
199302011830,월,199302011905,0035,광주,광주,북,두암,,산75-1,미상,0.02,0,949069.129867542,1686443.99107281
199302012205,월,199302010015,0210,광주,광주,북,청풍,,산27,미상,4,150,952006.986425211,1686083.64263264
199302062035,토,199302062105,0030,광주,광주,북,두암,,산75-1,입산자실,0.3,0,949069.129867542,1686443.99107281
199304051655,월,199304051820,0125,광주,광주,북,효령,,산42-2,논밭두렁소각,2,600,946961.380453906,1692482.53581461
199402251350,금,199402251415,0025,광주,광주,북,두암,,산139,입산자실화,0.3,80,949451.491475539,1685602.11223576
199304201500,화,199304201715,0215,광주,광주,북,각화,,산29-4,어린이불장난,4.5,1270,948821.825851935,1687994.99316501
199403112050,금,199403112210,0120,광주,광주,북,화암,,산1-1,입산자실화추정,2,6,952295.699322049,1685381.70322769
199503151710,수,199503151750,0040,광주,광주,북,오치,,산1,쓰레기소각,0.6,30,946885.974707496,1689492.71317339
199602211300,수,199602211330,0030,광주,광주,북,각화,,산87-1,기타,0.9,25,949198.952382444,1687457.78428092
199712311405,수,199712311520,0115,광주,광주,북,청풍,,산163-1,입산자실화추정,0.3,40,951470.147601811,1687046.3738502
200104221310,일,200104221420,0110,광주,광주,북,화암,,산220,입산자실화추정,0.5,0,951754.386153096,1683618.16769557
200104221600,일,200104221650,0050,광주,광주,북,생용,,산67-1,담뱃불실화추정,0.2,150,945737.686372288,1692623.56912943
200304151450,화,200304151510,0020,광주,광주,북,삼각,,산127,입산자실화추정,0.04,111,947016.687923349,1689841.14020578
200202201700,수,200202201720,0020,광주,광주,북,장등,,산176,담배불실화추정,0.1,80,948174.225467148,1690822.74545348
200103251500,일,200103251525,0025,광주,광주,북,장등,,산197,논두렁소각,0.06,0,947575.218499435,1689934.37732539
200203131945,수,200203132000,0015,광주,광주,북,화암,,산296,입산자실화추정,0.1,0,951127.195225878,1683427.77592233
200204022130,화,200204022230,0100,광주,광주,북,화암,,산1-2,담배불실화추정,0.04,0,952118.31897098,1685575.80628206
200104211400,토,200104211550,0150,광주,광주,북,금곡,,산101,입산자실화추정,0.16,0,953941.3929178,1687005.98936195
200104220630,일,200104220710,0040,광주,광주,북,금곡,,산32,입산자실화추정,0.07,50,954249.720646663,1684284.82192017
199904301330,금,199904301520,0150,광주,광주,북,월출,,산9-2,논두렁소각,1.2,8500,942694.582610788,1694695.67474774
200003301555,목,200003301625,0030,광주,광주,북,화암,,산292,입산자실화,0.3,740,950800.716420781,1683347.24542906
200012311630,일,200012311715,0045,광주,광주,북,각화,,산5,담뱃불실화추정,0.05,124,948972.74030745,1688777.17570846
200004011440,토,200004011540,0100,광주,광주,북,충효,,산57-1,입산자실화,0.3,740,954107.071483085,1687236.71467415
200102101350,토,200102101610,0220,광주,광주,북,삼각,,산147,논두렁소각,1.5,4045,945253.656025145,1689257.4050512
200004021540,일,200004021640,0100,광주,광주,북,용두,,산29,입산자실화,0.2,480,943181.350927919,1691772.38235171
200002221450,화,200002221550,0100,광주,광주,북,두암,,산154-1,입산자실화추정,0.7,1720,949155.110174151,1685074.64616667
200103161320,금,200103161410,0050,광주,광주,북,효령,,산102,밭두렁소각,0.5,120,946701.264624771,1694386.24425854
200002291415,화,200002291450,0035,광주,광주,북,청풍,,산265,입산자실화추정,0.4,980,950655.692211584,1686845.14210508
201303091305,토,201303091520,0215,광주,광주,광산구,삼거동,,산43,쓰레기소각,,,924293.486559476,1684395.88020387
201304031350,수,201304031430,0040,광주,광주,광산구,대산동,,산61,논두렁소각,,,924261.533498984,1683787.34343252
199103241200,일,199103241240,0040,광주,광주,광산,대산,,산101,논밭두렁소각,0.17,15,924997.841126962,1683068.47636405
199403061205,일,199403061410,0205,광주,광주,광산,동호,,산24-1,논두렁소각,2.5,168,926209.185786798,1687112.2591312
199503261425,일,199503261620,0155,광주,광주,광산,지산,,산56,성묘객실화,1.5,540,929721.098962366,1688612.91964697
199604111550,목,199604121635,2445,광주,광주,광산,용,,산36,성묘객실화,1.5,180,931218.526254921,1681934.50676953
199604031630,수,199604031720,0050,광주,광주,광산,오운,,산155,성묘객실화,2.2,74,926328.582433948,1683365.97022476
199606061220,목,199606061300,0040,광주,광주,광산,삼도,,산72,입산자실화,0.2,30,926324.554359507,1682263.12179545
200204051340,금,200204051505,0125,광주,광주,광산,장수,,산15,성묘객실화추정,0.3,8880,934953.613594504,1688181.28281399
200202141405,목,200202141430,0025,광주,광주,광산,용봉,,산12-1,입산자실화추정,0.03,10,933478.35270789,1676508.73026394
200305231540,금,200305231650,0110,광주,광주,광산,동호,,산52-1,입산자실화,0.1,270,925744.454314537,1687965.19027391
200204211440,일,200204211640,0200,광주,광주,광산,지정,,산107,입산자실화추정,0.5,36,929075.120375485,1683801.45197116
200103271230,화,200103271310,0040,광주,광주,광산,장덕,,산63-4,쓰레기소각추정,0.1,0,937470.649899903,1688438.44323073
200203121240,화,200203121330,0050,광주,광주,광산,신창,,산50,쓰레기소각추정,0.16,0,940288.310723504,1689818.14523003
200211301730,토,200211301810,0040,광주,광주,광산,용,,산9-4,입산자실화추정,0.2,28,931406.808972257,1682720.91162044
200212311450,화,200212311600,0110,광주,광주,광산,지죽,,산78,입산자실화추정,0.1,0,930966.715951922,1683229.62417632
